,optimizer,task_name,iteration,mean_rank,lb,ub,mean_proportion
175,PFN-CoCaBO,schwefel,175.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
176,PFN-CoCaBO,schwefel,176.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
177,PFN-CoCaBO,schwefel,177.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
178,PFN-CoCaBO,schwefel,178.0,,0.7991666666666668,1.0,0.9
179,PFN-CoCaBO,schwefel,179.0,,0.7666666666666667,1.0,0.9
180,PFN-CoCaBO,schwefel,180.0,,0.8,1.0,0.9
181,PFN-CoCaBO,schwefel,181.0,,0.7666666666666667,1.0,0.9
182,PFN-CoCaBO,schwefel,182.0,,0.8,1.0,0.9
183,PFN-CoCaBO,schwefel,183.0,,0.8,1.0,0.9
184,PFN-CoCaBO,schwefel,184.0,,0.8,1.0,0.9
185,PFN-CoCaBO,schwefel,185.0,,0.7666666666666667,1.0,0.9
186,PFN-CoCaBO,schwefel,186.0,,0.8,1.0,0.9
187,PFN-CoCaBO,schwefel,187.0,,0.7991666666666668,1.0,0.9
188,PFN-CoCaBO,schwefel,188.0,,0.7666666666666667,1.0,0.9
189,PFN-CoCaBO,schwefel,189.0,,0.7666666666666667,1.0,0.9
190,PFN-CoCaBO,schwefel,190.0,,0.8,1.0,0.9
191,PFN-CoCaBO,schwefel,191.0,,0.8,1.0,0.9
192,PFN-CoCaBO,schwefel,192.0,,0.8,1.0,0.9
193,PFN-CoCaBO,schwefel,193.0,,0.8,1.0,0.9
194,PFN-CoCaBO,schwefel,194.0,,0.8,1.0,0.9
195,PFN-CoCaBO,schwefel,195.0,,0.7666666666666667,1.0,0.9
196,PFN-CoCaBO,schwefel,196.0,,0.8,1.0,0.9
197,PFN-CoCaBO,schwefel,197.0,,0.8,1.0,0.9
198,PFN-CoCaBO,schwefel,198.0,,0.7666666666666667,1.0,0.9
199,PFN-CoCaBO,schwefel,199.0,,0.8,1.0,0.9
200,PFN-CoCaBO,schwefel,200.0,,0.7666666666666667,1.0,0.9
0,PFN-BODi,schwefel,0.0,,0.5,0.5,0.5
1,PFN-BODi,schwefel,1.0,,0.43333333333333335,0.6,0.5166666666666667
2,PFN-BODi,schwefel,2.0,,0.43333333333333335,0.6666666666666666,0.55
3,PFN-BODi,schwefel,3.0,,0.43333333333333335,0.6833333333333333,0.5666666666666667
4,PFN-BODi,schwefel,4.0,,0.4666666666666667,0.7333333333333333,0.6
5,PFN-BODi,schwefel,5.0,,0.45,0.7333333333333333,0.6
6,PFN-BODi,schwefel,6.0,,0.5166666666666667,0.7666666666666667,0.65
7,PFN-BODi,schwefel,7.0,,0.5333333333333333,0.8166666666666667,0.6833333333333333
8,PFN-BODi,schwefel,8.0,,0.55,0.8333333333333334,0.7
9,PFN-BODi,schwefel,9.0,,0.5833333333333334,0.8333333333333334,0.7166666666666667
10,PFN-BODi,schwefel,10.0,,0.6333333333333333,0.8833333333333333,0.7666666666666667
11,PFN-BODi,schwefel,11.0,,0.6166666666666667,0.8666666666666667,0.75
12,PFN-BODi,schwefel,12.0,,0.6333333333333333,0.9,0.7833333333333333
13,PFN-BODi,schwefel,13.0,,0.6666666666666666,0.9166666666666666,0.8
14,PFN-BODi,schwefel,14.0,,0.66625,0.9333333333333333,0.8
15,PFN-BODi,schwefel,15.0,,0.6666666666666666,0.9166666666666666,0.8
16,PFN-BODi,schwefel,16.0,,0.71625,0.9333333333333333,0.8333333333333334
17,PFN-BODi,schwefel,17.0,,0.6833333333333333,0.9333333333333333,0.8166666666666667
18,PFN-BODi,schwefel,18.0,,0.6833333333333333,0.9333333333333333,0.8166666666666667
19,PFN-BODi,schwefel,19.0,,0.6833333333333333,0.9333333333333333,0.8166666666666667
20,PFN-BODi,schwefel,20.0,,0.6833333333333333,0.9333333333333333,0.8166666666666667
21,PFN-BODi,schwefel,21.0,,0.6833333333333333,0.9333333333333333,0.8166666666666667
22,PFN-BODi,schwefel,22.0,,0.7333333333333333,0.9504166666666662,0.85
23,PFN-BODi,schwefel,23.0,,0.8166666666666667,0.9833333333333333,0.9166666666666666
24,PFN-BODi,schwefel,24.0,,0.8333333333333334,0.9833333333333333,0.9166666666666666
25,PFN-BODi,schwefel,25.0,,0.8333333333333334,0.9833333333333333,0.9166666666666666
26,PFN-BODi,schwefel,26.0,,0.7666666666666667,0.9666666666666667,0.8833333333333333
27,PFN-BODi,schwefel,27.0,,0.7666666666666667,0.9666666666666667,0.8833333333333333
28,PFN-BODi,schwefel,28.0,,0.7666666666666667,0.9666666666666667,0.8833333333333333
29,PFN-BODi,schwefel,29.0,,0.7,0.95,0.8333333333333334
30,PFN-BODi,schwefel,30.0,,0.7,0.95,0.8333333333333334
31,PFN-BODi,schwefel,31.0,,0.7,0.95,0.8333333333333334
32,PFN-BODi,schwefel,32.0,,0.8,0.9833333333333333,0.9
33,PFN-BODi,schwefel,33.0,,0.75,0.9666666666666667,0.8666666666666667
34,PFN-BODi,schwefel,34.0,,0.8,0.9833333333333333,0.9
35,PFN-BODi,schwefel,35.0,,0.7833333333333333,0.9833333333333333,0.9
36,PFN-BODi,schwefel,36.0,,0.8,0.9833333333333333,0.9
37,PFN-BODi,schwefel,37.0,,0.7995833333333334,0.9833333333333333,0.9
38,PFN-BODi,schwefel,38.0,,0.8,0.9833333333333333,0.9
39,PFN-BODi,schwefel,39.0,,0.8,0.9833333333333333,0.9
40,PFN-BODi,schwefel,40.0,,0.8,0.9833333333333333,0.9
41,PFN-BODi,schwefel,41.0,,0.8,0.9833333333333333,0.9
42,PFN-BODi,schwefel,42.0,,0.85,1.0,0.9333333333333333
43,PFN-BODi,schwefel,43.0,,0.8333333333333334,1.0,0.9333333333333333
44,PFN-BODi,schwefel,44.0,,0.85,1.0,0.9333333333333333
45,PFN-BODi,schwefel,45.0,,0.85,1.0,0.9333333333333333
46,PFN-BODi,schwefel,46.0,,0.85,1.0,0.9333333333333333
47,PFN-BODi,schwefel,47.0,,0.85,1.0,0.9333333333333333
48,PFN-BODi,schwefel,48.0,,0.85,1.0,0.9333333333333333
49,PFN-BODi,schwefel,49.0,,0.85,1.0,0.9333333333333333
50,PFN-BODi,schwefel,50.0,,0.8666666666666667,1.0,0.95
51,PFN-BODi,schwefel,51.0,,0.8666666666666667,1.0,0.95
52,PFN-BODi,schwefel,52.0,,0.8666666666666667,1.0,0.95
53,PFN-BODi,schwefel,53.0,,0.8666666666666667,1.0,0.95
54,PFN-BODi,schwefel,54.0,,0.8666666666666667,1.0,0.95
55,PFN-BODi,schwefel,55.0,,0.8666666666666667,1.0,0.95
56,PFN-BODi,schwefel,56.0,,0.8666666666666667,1.0,0.95
57,PFN-BODi,schwefel,57.0,,0.8666666666666667,1.0,0.95
58,PFN-BODi,schwefel,58.0,,0.8833333333333333,1.0,0.95
59,PFN-BODi,schwefel,59.0,,0.8666666666666667,1.0,0.95
60,PFN-BODi,schwefel,60.0,,0.8666666666666667,1.0,0.95
61,PFN-BODi,schwefel,61.0,,0.8833333333333333,1.0,0.95
62,PFN-BODi,schwefel,62.0,,0.8666666666666667,1.0,0.95
63,PFN-BODi,schwefel,63.0,,0.8666666666666667,1.0,0.95
64,PFN-BODi,schwefel,64.0,,0.8666666666666667,1.0,0.95
65,PFN-BODi,schwefel,65.0,,0.8666666666666667,1.0,0.95
66,PFN-BODi,schwefel,66.0,,0.8666666666666667,1.0,0.95
67,PFN-BODi,schwefel,67.0,,0.8666666666666667,1.0,0.95
68,PFN-BODi,schwefel,68.0,,0.8829166666666667,1.0,0.95
69,PFN-BODi,schwefel,69.0,,0.8666666666666667,1.0,0.95
70,PFN-BODi,schwefel,70.0,,0.8666666666666667,1.0,0.95
71,PFN-BODi,schwefel,71.0,,0.8666666666666667,1.0,0.95
72,PFN-BODi,schwefel,72.0,,0.8666666666666667,1.0,0.95
73,PFN-BODi,schwefel,73.0,,0.8666666666666667,1.0,0.95
74,PFN-BODi,schwefel,74.0,,0.8833333333333333,1.0,0.95
75,PFN-BODi,schwefel,75.0,,0.8666666666666667,1.0,0.95
76,PFN-BODi,schwefel,76.0,,0.8666666666666667,1.0,0.95
77,PFN-BODi,schwefel,77.0,,0.8666666666666667,1.0,0.95
78,PFN-BODi,schwefel,78.0,,0.8666666666666667,1.0,0.95
79,PFN-BODi,schwefel,79.0,,0.8666666666666667,1.0,0.95
80,PFN-BODi,schwefel,80.0,,0.8666666666666667,1.0,0.95
81,PFN-BODi,schwefel,81.0,,0.8166666666666667,1.0,0.9166666666666666
82,PFN-BODi,schwefel,82.0,,0.8166666666666667,1.0,0.9166666666666666
83,PFN-BODi,schwefel,83.0,,0.8166666666666667,1.0,0.9166666666666666
84,PFN-BODi,schwefel,84.0,,0.8166666666666667,1.0,0.9166666666666666
85,PFN-BODi,schwefel,85.0,,0.8166666666666667,1.0,0.9166666666666666
86,PFN-BODi,schwefel,86.0,,0.8166666666666667,1.0,0.9166666666666666
87,PFN-BODi,schwefel,87.0,,0.8,1.0,0.9166666666666666
88,PFN-BODi,schwefel,88.0,,0.81625,1.0,0.9166666666666666
89,PFN-BODi,schwefel,89.0,,0.7166666666666667,0.9666666666666667,0.85
90,PFN-BODi,schwefel,90.0,,0.7166666666666667,0.9666666666666667,0.85
91,PFN-BODi,schwefel,91.0,,0.7166666666666667,0.9666666666666667,0.85
92,PFN-BODi,schwefel,92.0,,0.7329166666666667,0.9666666666666667,0.85
93,PFN-BODi,schwefel,93.0,,0.7166666666666667,0.95,0.85
94,PFN-BODi,schwefel,94.0,,0.7166666666666667,0.9666666666666667,0.85
95,PFN-BODi,schwefel,95.0,,0.7166666666666667,0.95,0.85
96,PFN-BODi,schwefel,96.0,,0.7166666666666667,0.9666666666666667,0.85
97,PFN-BODi,schwefel,97.0,,0.7166666666666667,0.95,0.85
98,PFN-BODi,schwefel,98.0,,0.7166666666666667,0.9666666666666667,0.85
99,PFN-BODi,schwefel,99.0,,0.7166666666666667,0.9666666666666667,0.85
100,PFN-BODi,schwefel,100.0,,0.7166666666666667,0.9666666666666667,0.85
101,PFN-BODi,schwefel,101.0,,0.7166666666666667,0.9666666666666667,0.85
102,PFN-BODi,schwefel,102.0,,0.7329166666666667,0.9666666666666667,0.85
103,PFN-BODi,schwefel,103.0,,0.7329166666666667,0.9666666666666667,0.85
104,PFN-BODi,schwefel,104.0,,0.7166666666666667,0.9666666666666667,0.85
105,PFN-BODi,schwefel,105.0,,0.7166666666666667,0.9504166666666662,0.85
106,PFN-BODi,schwefel,106.0,,0.7166666666666667,0.9666666666666667,0.85
107,PFN-BODi,schwefel,107.0,,0.7166666666666667,0.9666666666666667,0.85
108,PFN-BODi,schwefel,108.0,,0.7166666666666667,0.9666666666666667,0.85
109,PFN-BODi,schwefel,109.0,,0.7166666666666667,0.9666666666666667,0.85
110,PFN-BODi,schwefel,110.0,,0.7166666666666667,0.95,0.85
111,PFN-BODi,schwefel,111.0,,0.71625,0.9666666666666667,0.85
112,PFN-BODi,schwefel,112.0,,0.7166666666666667,0.9666666666666667,0.85
113,PFN-BODi,schwefel,113.0,,0.7166666666666667,0.9504166666666662,0.85
114,PFN-BODi,schwefel,114.0,,0.7166666666666667,0.9666666666666667,0.85
115,PFN-BODi,schwefel,115.0,,0.7166666666666667,0.9666666666666667,0.85
116,PFN-BODi,schwefel,116.0,,0.7166666666666667,0.9666666666666667,0.85
117,PFN-BODi,schwefel,117.0,,0.7166666666666667,0.9666666666666667,0.85
118,PFN-BODi,schwefel,118.0,,0.71625,0.9666666666666667,0.85
119,PFN-BODi,schwefel,119.0,,0.7166666666666667,0.9666666666666667,0.85
120,PFN-BODi,schwefel,120.0,,0.7333333333333333,0.9666666666666667,0.85
121,PFN-BODi,schwefel,121.0,,0.7166666666666667,0.9666666666666667,0.85
122,PFN-BODi,schwefel,122.0,,0.7166666666666667,0.9666666666666667,0.85
123,PFN-BODi,schwefel,123.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
124,PFN-BODi,schwefel,124.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
125,PFN-BODi,schwefel,125.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
126,PFN-BODi,schwefel,126.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
127,PFN-BODi,schwefel,127.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
128,PFN-BODi,schwefel,128.0,,0.7333333333333333,0.9666666666666667,0.8666666666666667
129,PFN-BODi,schwefel,129.0,,0.8,1.0,0.9
130,PFN-BODi,schwefel,130.0,,0.8,1.0,0.9
131,PFN-BODi,schwefel,131.0,,0.7666666666666667,1.0,0.9
132,PFN-BODi,schwefel,132.0,,0.8,1.0,0.9
133,PFN-BODi,schwefel,133.0,,0.8333333333333334,1.0,0.9333333333333333
134,PFN-BODi,schwefel,134.0,,0.8333333333333334,1.0,0.9333333333333333
135,PFN-BODi,schwefel,135.0,,0.8333333333333334,1.0,0.9333333333333333
136,PFN-BODi,schwefel,136.0,,0.8333333333333334,1.0,0.9333333333333333
137,PFN-BODi,schwefel,137.0,,0.8333333333333334,1.0,0.9333333333333333
138,PFN-BODi,schwefel,138.0,,0.8333333333333334,1.0,0.9333333333333333
139,PFN-BODi,schwefel,139.0,,0.8333333333333334,1.0,0.9333333333333333
140,PFN-BODi,schwefel,140.0,,0.8333333333333334,1.0,0.9333333333333333
141,PFN-BODi,schwefel,141.0,,0.8333333333333334,1.0,0.9333333333333333
142,PFN-BODi,schwefel,142.0,,0.8333333333333334,1.0,0.9333333333333333
143,PFN-BODi,schwefel,143.0,,0.8333333333333334,1.0,0.9333333333333333
144,PFN-BODi,schwefel,144.0,,0.8333333333333334,1.0,0.9333333333333333
145,PFN-BODi,schwefel,145.0,,0.8333333333333334,1.0,0.9333333333333333
146,PFN-BODi,schwefel,146.0,,0.8333333333333334,1.0,0.9333333333333333
147,PFN-BODi,schwefel,147.0,,0.8333333333333334,1.0,0.9333333333333333
148,PFN-BODi,schwefel,148.0,,0.8333333333333334,1.0,0.9333333333333333
149,PFN-BODi,schwefel,149.0,,0.8,1.0,0.9333333333333333
150,PFN-BODi,schwefel,150.0,,0.8333333333333334,1.0,0.9333333333333333
151,PFN-BODi,schwefel,151.0,,0.8333333333333334,1.0,0.9333333333333333
152,PFN-BODi,schwefel,152.0,,0.8333333333333334,1.0,0.9333333333333333
153,PFN-BODi,schwefel,153.0,,0.8333333333333334,1.0,0.9333333333333333
154,PFN-BODi,schwefel,154.0,,0.8333333333333334,1.0,0.9333333333333333
155,PFN-BODi,schwefel,155.0,,0.8333333333333334,1.0,0.9333333333333333
156,PFN-BODi,schwefel,156.0,,0.8333333333333334,1.0,0.9333333333333333
157,PFN-BODi,schwefel,157.0,,0.8333333333333334,1.0,0.9333333333333333
158,PFN-BODi,schwefel,158.0,,0.8333333333333334,1.0,0.9333333333333333
159,PFN-BODi,schwefel,159.0,,0.8333333333333334,1.0,0.9333333333333333
160,PFN-BODi,schwefel,160.0,,0.8333333333333334,1.0,0.9333333333333333
161,PFN-BODi,schwefel,161.0,,0.8333333333333334,1.0,0.9333333333333333
162,PFN-BODi,schwefel,162.0,,0.8333333333333334,1.0,0.9333333333333333
163,PFN-BODi,schwefel,163.0,,0.8333333333333334,1.0,0.9333333333333333
164,PFN-BODi,schwefel,164.0,,0.8333333333333334,1.0,0.9333333333333333
165,PFN-BODi,schwefel,165.0,,0.8333333333333334,1.0,0.9333333333333333
166,PFN-BODi,schwefel,166.0,,0.8333333333333334,1.0,0.9333333333333333
167,PFN-BODi,schwefel,167.0,,0.8333333333333334,1.0,0.9333333333333333
168,PFN-BODi,schwefel,168.0,,0.8333333333333334,1.0,0.9333333333333333
169,PFN-BODi,schwefel,169.0,,0.8333333333333334,1.0,0.9333333333333333
170,PFN-BODi,schwefel,170.0,,0.8333333333333334,1.0,0.9333333333333333
171,PFN-BODi,schwefel,171.0,,0.8333333333333334,1.0,0.9333333333333333
172,PFN-BODi,schwefel,172.0,,0.8333333333333334,1.0,0.9333333333333333
173,PFN-BODi,schwefel,173.0,,0.8333333333333334,1.0,0.9333333333333333
174,PFN-BODi,schwefel,174.0,,0.8333333333333334,1.0,0.9333333333333333
175,PFN-BODi,schwefel,175.0,,0.8333333333333334,1.0,0.9333333333333333
176,PFN-BODi,schwefel,176.0,,0.8333333333333334,1.0,0.9333333333333333
177,PFN-BODi,schwefel,177.0,,0.8333333333333334,1.0,0.9333333333333333
178,PFN-BODi,schwefel,178.0,,0.8333333333333334,1.0,0.9333333333333333
179,PFN-BODi,schwefel,179.0,,0.8333333333333334,1.0,0.9333333333333333
180,PFN-BODi,schwefel,180.0,,0.8333333333333334,1.0,0.9333333333333333
181,PFN-BODi,schwefel,181.0,,0.8333333333333334,1.0,0.9333333333333333
182,PFN-BODi,schwefel,182.0,,0.8333333333333334,1.0,0.9333333333333333
183,PFN-BODi,schwefel,183.0,,0.8333333333333334,1.0,0.9333333333333333
184,PFN-BODi,schwefel,184.0,,0.8333333333333334,1.0,0.9333333333333333
185,PFN-BODi,schwefel,185.0,,0.8333333333333334,1.0,0.9333333333333333
186,PFN-BODi,schwefel,186.0,,0.8333333333333334,1.0,0.9333333333333333
187,PFN-BODi,schwefel,187.0,,0.8333333333333334,1.0,0.9333333333333333
188,PFN-BODi,schwefel,188.0,,0.8333333333333334,1.0,0.9333333333333333
189,PFN-BODi,schwefel,189.0,,0.8333333333333334,1.0,0.9333333333333333
190,PFN-BODi,schwefel,190.0,,0.8333333333333334,1.0,0.9333333333333333
191,PFN-BODi,schwefel,191.0,,0.8333333333333334,1.0,0.9333333333333333
192,PFN-BODi,schwefel,192.0,,0.8333333333333334,1.0,0.9333333333333333
193,PFN-BODi,schwefel,193.0,,0.8333333333333334,1.0,0.9333333333333333
194,PFN-BODi,schwefel,194.0,,0.8,1.0,0.9
195,PFN-BODi,schwefel,195.0,,0.8,1.0,0.9
196,PFN-BODi,schwefel,196.0,,0.7666666666666667,1.0,0.9
197,PFN-BODi,schwefel,197.0,,0.8,1.0,0.9
198,PFN-BODi,schwefel,198.0,,0.7991666666666668,1.0,0.9
199,PFN-BODi,schwefel,199.0,,0.7666666666666667,1.0,0.9
200,PFN-BODi,schwefel,200.0,,0.7666666666666667,1.0,0.9
0,PFN-Casmopolitan,michalewicz,0.0,,0.5,0.5,0.5
1,PFN-Casmopolitan,michalewicz,1.0,,0.4166666666666667,0.65,0.5333333333333333
2,PFN-Casmopolitan,michalewicz,2.0,,0.4,0.65,0.5333333333333333
3,PFN-Casmopolitan,michalewicz,3.0,,0.34958333333333336,0.6166666666666667,0.48333333333333334
4,PFN-Casmopolitan,michalewicz,4.0,,0.38333333333333336,0.6666666666666666,0.5166666666666667
5,PFN-Casmopolitan,michalewicz,5.0,,0.38333333333333336,0.7166666666666667,0.55
6,PFN-Casmopolitan,michalewicz,6.0,,0.4495833333333334,0.767083333333333,0.6166666666666667
7,PFN-Casmopolitan,michalewicz,7.0,,0.4,0.7333333333333333,0.5666666666666667
8,PFN-Casmopolitan,michalewicz,8.0,,0.4166666666666667,0.75,0.5833333333333334
9,PFN-Casmopolitan,michalewicz,9.0,,0.43333333333333335,0.7666666666666667,0.6
10,PFN-Casmopolitan,michalewicz,10.0,,0.36666666666666664,0.7333333333333333,0.55
11,PFN-Casmopolitan,michalewicz,11.0,,0.4666666666666667,0.8,0.6333333333333333
12,PFN-Casmopolitan,michalewicz,12.0,,0.36666666666666664,0.7,0.5333333333333333
13,PFN-Casmopolitan,michalewicz,13.0,,0.3333333333333333,0.7,0.5333333333333333
14,PFN-Casmopolitan,michalewicz,14.0,,0.26666666666666666,0.6666666666666666,0.4666666666666667
15,PFN-Casmopolitan,michalewicz,15.0,,0.3,0.6333333333333333,0.4666666666666667
16,PFN-Casmopolitan,michalewicz,16.0,,0.3,0.6333333333333333,0.4666666666666667
17,PFN-Casmopolitan,michalewicz,17.0,,0.23333333333333334,0.5666666666666667,0.4
18,PFN-Casmopolitan,michalewicz,18.0,,0.23333333333333334,0.5666666666666667,0.4
19,PFN-Casmopolitan,michalewicz,19.0,,0.23333333333333334,0.6,0.43333333333333335
20,PFN-Casmopolitan,michalewicz,20.0,,0.26666666666666666,0.6,0.43333333333333335
21,PFN-Casmopolitan,michalewicz,21.0,,0.26666666666666666,0.6,0.43333333333333335
22,PFN-Casmopolitan,michalewicz,22.0,,0.26666666666666666,0.6,0.43333333333333335
23,PFN-Casmopolitan,michalewicz,23.0,,0.26666666666666666,0.6333333333333333,0.43333333333333335
24,PFN-Casmopolitan,michalewicz,24.0,,0.3,0.6666666666666666,0.4666666666666667
25,PFN-Casmopolitan,michalewicz,25.0,,0.26666666666666666,0.6333333333333333,0.4666666666666667
26,PFN-Casmopolitan,michalewicz,26.0,,0.26666666666666666,0.6333333333333333,0.43333333333333335
27,PFN-Casmopolitan,michalewicz,27.0,,0.23333333333333334,0.5666666666666667,0.4
28,PFN-Casmopolitan,michalewicz,28.0,,0.23333333333333334,0.5666666666666667,0.4
29,PFN-Casmopolitan,michalewicz,29.0,,0.23333333333333334,0.6,0.4
30,PFN-Casmopolitan,michalewicz,30.0,,0.26666666666666666,0.6,0.43333333333333335
31,PFN-Casmopolitan,michalewicz,31.0,,0.26666666666666666,0.6333333333333333,0.43333333333333335
32,PFN-Casmopolitan,michalewicz,32.0,,0.26666666666666666,0.6,0.43333333333333335
33,PFN-Casmopolitan,michalewicz,33.0,,0.26666666666666666,0.6333333333333333,0.43333333333333335
34,PFN-Casmopolitan,michalewicz,34.0,,0.26666666666666666,0.6,0.43333333333333335
35,PFN-Casmopolitan,michalewicz,35.0,,0.26666666666666666,0.6,0.43333333333333335
36,PFN-Casmopolitan,michalewicz,36.0,,0.23333333333333334,0.5666666666666667,0.4
37,PFN-Casmopolitan,michalewicz,37.0,,0.23250000000000004,0.5666666666666667,0.4
38,PFN-Casmopolitan,michalewicz,38.0,,0.2,0.5333333333333333,0.36666666666666664
39,PFN-Casmopolitan,michalewicz,39.0,,0.23333333333333334,0.5666666666666667,0.4
40,PFN-Casmopolitan,michalewicz,40.0,,0.23333333333333334,0.5666666666666667,0.4
41,PFN-Casmopolitan,michalewicz,41.0,,0.23333333333333334,0.6,0.4
42,PFN-Casmopolitan,michalewicz,42.0,,0.23333333333333334,0.5666666666666667,0.4
43,PFN-Casmopolitan,michalewicz,43.0,,0.26666666666666666,0.6,0.43333333333333335
44,PFN-Casmopolitan,michalewicz,44.0,,0.26666666666666666,0.6,0.43333333333333335
45,PFN-Casmopolitan,michalewicz,45.0,,0.23333333333333334,0.5666666666666667,0.4
46,PFN-Casmopolitan,michalewicz,46.0,,0.26666666666666666,0.6,0.43333333333333335
47,PFN-Casmopolitan,michalewicz,47.0,,0.26666666666666666,0.6,0.43333333333333335
48,PFN-Casmopolitan,michalewicz,48.0,,0.26666666666666666,0.6,0.43333333333333335
49,PFN-Casmopolitan,michalewicz,49.0,,0.23333333333333334,0.6,0.4
50,PFN-Casmopolitan,michalewicz,50.0,,0.2,0.5333333333333333,0.36666666666666664
51,PFN-Casmopolitan,michalewicz,51.0,,0.2,0.5333333333333333,0.36666666666666664
52,PFN-Casmopolitan,michalewicz,52.0,,0.2,0.5333333333333333,0.36666666666666664
53,PFN-Casmopolitan,michalewicz,53.0,,0.2,0.5341666666666659,0.36666666666666664
54,PFN-Casmopolitan,michalewicz,54.0,,0.2,0.5666666666666667,0.36666666666666664
55,PFN-Casmopolitan,michalewicz,55.0,,0.2,0.5333333333333333,0.36666666666666664
56,PFN-Casmopolitan,michalewicz,56.0,,0.26583333333333337,0.6333333333333333,0.43333333333333335
57,PFN-Casmopolitan,michalewicz,57.0,,0.26666666666666666,0.6,0.43333333333333335
58,PFN-Casmopolitan,michalewicz,58.0,,0.23333333333333334,0.5666666666666667,0.4
59,PFN-Casmopolitan,michalewicz,59.0,,0.23333333333333334,0.5666666666666667,0.4
60,PFN-Casmopolitan,michalewicz,60.0,,0.23333333333333334,0.5666666666666667,0.4
61,PFN-Casmopolitan,michalewicz,61.0,,0.23333333333333334,0.5666666666666667,0.4
62,PFN-Casmopolitan,michalewicz,62.0,,0.23333333333333334,0.5666666666666667,0.4
63,PFN-Casmopolitan,michalewicz,63.0,,0.23333333333333334,0.5666666666666667,0.4
64,PFN-Casmopolitan,michalewicz,64.0,,0.2,0.5666666666666667,0.4
65,PFN-Casmopolitan,michalewicz,65.0,,0.2,0.5333333333333333,0.36666666666666664
66,PFN-Casmopolitan,michalewicz,66.0,,0.2,0.5333333333333333,0.36666666666666664
67,PFN-Casmopolitan,michalewicz,67.0,,0.23333333333333334,0.5666666666666667,0.4
68,PFN-Casmopolitan,michalewicz,68.0,,0.23333333333333334,0.5666666666666667,0.4
69,PFN-Casmopolitan,michalewicz,69.0,,0.23333333333333334,0.6,0.4
70,PFN-Casmopolitan,michalewicz,70.0,,0.23333333333333334,0.5674999999999992,0.4
71,PFN-Casmopolitan,michalewicz,71.0,,0.23333333333333334,0.5666666666666667,0.4
72,PFN-Casmopolitan,michalewicz,72.0,,0.23333333333333334,0.6,0.4
73,PFN-Casmopolitan,michalewicz,73.0,,0.23333333333333334,0.5666666666666667,0.4
74,PFN-Casmopolitan,michalewicz,74.0,,0.23333333333333334,0.5666666666666667,0.4
75,PFN-Casmopolitan,michalewicz,75.0,,0.23250000000000004,0.5666666666666667,0.4
76,PFN-Casmopolitan,michalewicz,76.0,,0.23333333333333334,0.5666666666666667,0.4
77,PFN-Casmopolitan,michalewicz,77.0,,0.23333333333333334,0.5666666666666667,0.4
78,PFN-Casmopolitan,michalewicz,78.0,,0.23333333333333334,0.5666666666666667,0.4
79,PFN-Casmopolitan,michalewicz,79.0,,0.23333333333333334,0.5666666666666667,0.4
80,PFN-Casmopolitan,michalewicz,80.0,,0.2,0.5333333333333333,0.36666666666666664
81,PFN-Casmopolitan,michalewicz,81.0,,0.2,0.5333333333333333,0.36666666666666664
82,PFN-Casmopolitan,michalewicz,82.0,,0.2,0.5333333333333333,0.36666666666666664
83,PFN-Casmopolitan,michalewicz,83.0,,0.2,0.5333333333333333,0.36666666666666664
84,PFN-Casmopolitan,michalewicz,84.0,,0.2,0.5333333333333333,0.36666666666666664
85,PFN-Casmopolitan,michalewicz,85.0,,0.16666666666666666,0.5,0.3333333333333333
86,PFN-Casmopolitan,michalewicz,86.0,,0.16666666666666666,0.5,0.3333333333333333
87,PFN-Casmopolitan,michalewicz,87.0,,0.16666666666666666,0.5,0.3333333333333333
88,PFN-Casmopolitan,michalewicz,88.0,,0.16666666666666666,0.5,0.3333333333333333
89,PFN-Casmopolitan,michalewicz,89.0,,0.2,0.5,0.3333333333333333
90,PFN-Casmopolitan,michalewicz,90.0,,0.16666666666666666,0.5,0.3333333333333333
91,PFN-Casmopolitan,michalewicz,91.0,,0.16666666666666666,0.5,0.3333333333333333
92,PFN-Casmopolitan,michalewicz,92.0,,0.16666666666666666,0.5,0.3333333333333333
93,PFN-Casmopolitan,michalewicz,93.0,,0.16666666666666666,0.5,0.3333333333333333
94,PFN-Casmopolitan,michalewicz,94.0,,0.13333333333333333,0.4666666666666667,0.3
95,PFN-Casmopolitan,michalewicz,95.0,,0.13333333333333333,0.4666666666666667,0.3
96,PFN-Casmopolitan,michalewicz,96.0,,0.13333333333333333,0.4666666666666667,0.3
97,PFN-Casmopolitan,michalewicz,97.0,,0.13333333333333333,0.4666666666666667,0.3
98,PFN-Casmopolitan,michalewicz,98.0,,0.13333333333333333,0.4666666666666667,0.3
99,PFN-Casmopolitan,michalewicz,99.0,,0.13333333333333333,0.4666666666666667,0.3
100,PFN-Casmopolitan,michalewicz,100.0,,0.13333333333333333,0.4666666666666667,0.3
101,PFN-Casmopolitan,michalewicz,101.0,,0.13333333333333333,0.4666666666666667,0.3
