,index,model_name,overlap_mean,lb,ub
0,0,pfn_cocabo_51,0.7968072058062152,0.7945256277915905,0.7988170653100264
1,0,pfn_casmopolitan_16,0.8163216949028295,0.8145287521211868,0.8180047996148753
2,0,pfn_bodi_24,0.7523381453583489,0.7500212083411305,0.7547138921736288
3,0,CoCaBO_dummy_baseline,0.5809704510284548,0.5770810060601844,0.584948528624612
4,0,Casmopolitan_dummy_baseline,0.61883348145888,0.6148922757227197,0.6228128694234921
5,0,BODi_dummy_baseline,0.6235065652958379,0.6197934880245185,0.6274803851941749
