,X,PFN_1,Normal_1,overlap_1,PFN_2,Normal_2,overlap_2
0,1.616049885749817,0.0,1.8914793187453648e-31,0.8806451684781543,0.0,1.4650047773967784e-31,0.10876953443776595
1,1.6166178592623133,0.0,1.9462654349113203e-31,0.8806451684781543,0.0,1.5074977498519848e-31,0.10876953443776595
2,1.6171858327748097,0.0,2.0026269560241283e-31,0.8806451684781543,0.0,1.55121437762187e-31,0.10876953443776595
3,1.617753806287306,0.0,2.0606088496482017e-31,0.8806451684781543,0.0,1.596189638965109e-31,0.10876953443776595
4,1.6183217797998024,0.0,2.1202573572071966e-31,0.8806451684781543,0.0,1.6424595044890606e-31,0.10876953443776595
5,1.6188897533122988,0.0,2.1816200297920573e-31,0.8806451684781543,0.0,1.6900609650869813e-31,0.10876953443776595
6,1.6194577268247952,0.0,2.244745764968356e-31,0.8806451684781543,0.0,1.7390320606556663e-31,0.10876953443776595
7,1.6200257003372913,0.0,2.309684844609432e-31,0.8806451684781543,0.0,1.7894119096152266e-31,0.10876953443776595
8,1.6205936738497877,0.0,2.376488973784408e-31,0.8806451684781543,0.0,1.8412407392525246e-31,0.10876953443776595
9,1.621161647362284,0.0,2.4452113207295776e-31,0.8806451684781543,0.0,1.8945599169118203e-31,0.10876953443776595
10,1.6217296208747805,0.0,2.515906557934337e-31,0.8806451684781543,0.0,1.9494119820562963e-31,0.10876953443776595
11,1.6222975943872768,0.0,2.5886309043709824e-31,0.8806451684781543,0.0,2.005840679223504e-31,0.10876953443776595
12,1.6228655678997732,0.0,2.663442168901101e-31,0.8806451684781543,0.0,2.06389099190027e-31,0.10876953443776595
13,1.6234335414122696,0.0,2.740399794890156e-31,0.8806451684781543,0.0,2.12360917734277e-31,0.10876953443776595
14,1.624001514924766,0.0,2.819564906065009e-31,0.8806451684781543,0.0,2.1850428023668604e-31,0.10876953443776595
15,1.6245694884372623,0.0,2.9010003536471077e-31,0.8806451684781543,0.0,2.2482407801365193e-31,0.10876953443776595
16,1.6251374619497587,0.0,2.984770764797081e-31,0.8806451684781543,0.0,2.3132534079773657e-31,0.10876953443776595
17,1.625705435462255,0.0,3.0709425924078086e-31,0.8806451684781543,0.0,2.380132406244017e-31,0.10876953443776595
18,1.6262734089747515,0.0,3.1595841662822407e-31,0.8806451684781543,0.0,2.4489309582704723e-31,0.10876953443776595
19,1.6268413824872479,0.0,3.2507657457345177e-31,0.8806451684781543,0.0,2.5197037514325095e-31,0.10876953443776595
20,1.627409355999744,0.0,3.344559573652783e-31,0.8806451684781543,0.0,2.5925070193538135e-31,0.10876953443776595
21,1.6279773295122404,0.0,3.441039932065995e-31,0.8806451684781543,0.0,2.6673985852877253e-31,0.10876953443776595
22,1.6285453030247368,0.0,3.5402831992542777e-31,0.8806451684781543,0.0,2.7444379067056126e-31,0.10876953443776595
23,1.6291132765372331,0.0,3.64236790844614e-31,0.8806451684781543,0.0,2.823686121126272e-31,0.10876953443776595
24,1.6296812500497295,0.0,3.7473748081461177e-31,0.8806451684781543,0.0,2.905206093221025e-31,0.10876953443776595
25,1.630249223562226,0.0,3.8553869241382172e-31,0.8806451684781543,0.0,2.9890624632279616e-31,0.10876953443776595
26,1.6308171970747223,0.0,3.966489623211069e-31,0.8806451684781543,0.0,3.0753216967137413e-31,0.10876953443776595
27,1.6313851705872187,0.0,4.0807706786510315e-31,0.8806451684781543,0.0,3.1640521357177683e-31,0.10876953443776595
28,1.631953144099715,0.0,4.1983203375542816e-31,0.8806451684781543,0.0,3.255324051319023e-31,0.10876953443776595
29,1.6325211176122114,0.0,4.319231390006252e-31,0.8806451684781543,0.0,3.3492096976633663e-31,0.10876953443776595
30,1.6330890911247078,0.0,4.44359924018038e-31,0.8806451684781543,0.0,3.445783367492193e-31,0.10876953443776595
31,1.6336570646372042,0.0,4.571521979407837e-31,0.8806451684781543,0.0,3.545121449212985e-31,0.10876953443776595
32,1.6342250381497005,0.0,4.703100461274878e-31,0.8806451684781543,0.0,3.647302485555644e-31,0.10876953443776595
33,1.6347930116621967,0.0,4.838438378801355e-31,0.8806451684781543,0.0,3.7524072338574023e-31,0.10876953443776595
34,1.635360985174693,0.0,4.977642343759321e-31,0.8806451684781543,0.0,3.8605187280209865e-31,0.10876953443776595
35,1.6359289586871895,0.0,5.120821968187452e-31,0.8806451684781543,0.0,3.971722342192438e-31,0.10876953443776595
36,1.6364969321996858,0.0,5.268089948166672e-31,0.8806451684781543,0.0,4.086105856206234e-31,0.10876953443776595
37,1.6370649057121822,0.0,5.419562149914971e-31,0.8806451684781543,0.0,4.203759522845637e-31,0.10876953443776595
38,1.6376328792246786,0.0,5.575357698265487e-31,0.8806451684781543,0.0,4.324776136968805e-31,0.10876953443776595
39,1.638200852737175,0.0,5.735599067595938e-31,0.8806451684781543,0.0,4.449251106551617e-31,0.10876953443776595
40,1.6387688262496714,0.0,5.900412175274472e-31,0.8806451684781543,0.0,4.5772825257004635e-31,0.10876953443776595
41,1.6393367997621677,0.0,6.069926477691816e-31,0.8806451684781543,0.0,4.708971249688789e-31,0.10876953443776595
42,1.639904773274664,0.0,6.244275068949201e-31,0.8806451684781543,0.0,4.8444209720718815e-31,0.10876953443776595
43,1.6404727467871605,0.0,6.423594782277646e-31,0.8806451684781543,0.0,4.98373830393984e-31,0.10876953443776595
44,1.6410407202996569,0.0,6.60802629426249e-31,0.8806451684781543,0.0,5.1270328553654165e-31,0.10876953443776595
45,1.641608693812153,0.0,6.797714231948615e-31,0.8806451684781543,0.0,5.274417319106222e-31,0.10876953443776595
46,1.6421766673246494,0.0,6.992807282906244e-31,0.8806451684781543,0.0,5.426007556626289e-31,0.10876953443776595
47,1.6427446408371458,0.0,7.193458308340184e-31,0.8806451684781543,0.0,5.581922686497003e-31,0.10876953443776595
48,1.6433126143496422,0.0,7.399824459324195e-31,0.8806451684781543,0.0,5.742285175246461e-31,0.10876953443776595
49,1.6438805878621385,0.0,7.612067296244567e-31,0.8806451684781543,0.0,5.907220930720432e-31,0.10876953443776595
50,1.644448561374635,0.0,7.830352911545024e-31,0.8806451684781543,0.0,6.076859398027806e-31,0.10876953443776595
51,1.6450165348871313,0.0,8.054852055860424e-31,0.8806451684781543,0.0,6.251333658138811e-31,0.10876953443776595
52,1.6455845083996277,0.0,8.285740267632379e-31,0.8806451684781543,0.0,6.4307805292099235e-31,0.10876953443776595
53,1.646152481912124,0.0,8.523198006301701e-31,0.8806451684781543,0.0,6.615340670708692e-31,0.10876953443776595
54,1.6467204554246204,0.0,8.767410789177862e-31,0.8806451684781543,0.0,6.805158690417855e-31,0.10876953443776595
55,1.6472884289371168,0.0,9.018569332083771e-31,0.8806451684781543,0.0,7.000383254396136e-31,0.10876953443776595
56,1.6478564024496132,0.0,9.276869693880741e-31,0.8806451684781543,0.0,7.201167199975902e-31,0.10876953443776595
57,1.6484243759621096,0.0,9.542513424977102e-31,0.8806451684781543,0.0,7.407667651882402e-31,0.10876953443776595
58,1.6489923494746057,0.0,9.815707719932518e-31,0.8806451684781543,0.0,7.620046141559991e-31,0.10876953443776595
59,1.649560322987102,0.0,1.00966655742717e-30,0.8806451684781543,0.0,7.838468729792665e-31,0.10876953443776595
60,1.6501282964995985,0.0,1.0385605945612993e-30,0.8806451684781543,0.0,8.063106132707299e-31,0.10876953443776595
61,1.6506962700120948,0.0,1.068275391924244e-30,0.8806451684781543,0.0,8.294133851256886e-31,0.10876953443776595
62,1.6512642435245912,0.0,1.0988340878246953e-30,0.8806451684781543,0.0,8.531732304274693e-31,0.10876953443776595
63,1.6518322170370876,0.0,1.1302604678332722e-30,0.8806451684781543,0.0,8.776086965199284e-31,0.10876953443776595
64,1.652400190549584,0.0,1.1625789827456072e-30,0.8806451684781543,0.0,9.027388502567709e-31,0.10876953443776595
65,1.6529681640620804,0.0,1.1958147670401325e-30,0.8806451684781543,0.0,9.285832924386137e-31,0.10876953443776595
66,1.6535361375745767,0.0,1.2299936578437487e-30,0.8806451684781543,0.0,9.55162172647743e-31,0.10876953443776595
67,1.6541041110870731,0.0,1.2651422144194587e-30,0.8806451684781543,0.0,9.824962044917664e-31,0.10876953443776595
68,1.6546720845995695,0.0,1.3012877381898392e-30,0.8806451684781543,0.0,1.0106066812672749e-30,0.10876953443776595
69,1.6552400581120659,0.0,1.338458293311451e-30,0.8806451684781543,0.0,1.0395154920550931e-30,0.10876953443776595
