,noise_coef,mean_overlap,lb,ub
0,0.6,0.8080248051089142,0.8061050728098451,0.8099636072077102
1,0.65,0.8113957361901575,0.8095361433643621,0.8132208306636465
2,0.7,0.8122860709299083,0.8105144231193786,0.8142330737488157
3,0.75,0.8082650455090524,0.8063129706865676,0.810099421613611
4,0.8,0.8074719290041754,0.8057083513763941,0.8093877044155843
5,0.9,0.8063884823900311,0.8045232996059895,0.8083053851931596
6,1.0,0.804230309218798,0.8021911218398905,0.8060077987616528
