,X,GroundTruth,GPMean,GPUB,GPLB,Acq
0,0.0,4.253654026568412,4.3333084268964885,4.6812978578125,3.985318995980477,1.5742664691325973e-09
1,0.01010101,4.215952809736642,4.281817748958167,4.556920921872902,4.006714576043431,1.9916316964590194e-12
2,0.02020202,4.175989728178557,4.227156312471746,4.431683366756585,4.022629258186908,-2.8638641968252733e-18
3,0.030303031,4.133784391771645,4.169483227830286,4.306979800339726,4.031986655320845,3.030332729239555e-29
4,0.04040404,4.0893402053925705,4.109043515632241,4.1851051939861,4.032981837278381,1.4842624650597818e-77
5,0.05050505,4.042650240684129,4.046185402395404,4.075848843109007,4.0165219616818,0.0
6,0.060606062,3.993705256035224,3.9813802869434403,4.027979958346299,3.934780615540581,3.9860622155400506e-138
7,0.07070707,3.9425048704668417,3.9152379812352778,4.000920019749484,3.8295559427210724,4.2103713807164416e-34
8,0.08080808,3.8890709039308686,3.848493003909432,3.9669373918565167,3.730048615962347,8.869403486299635e-17
9,0.09090909,3.8334642527419516,3.78197483382443,3.9238549360153416,3.640094731633518,3.2222454584811385e-10
10,0.1010101,3.775804464683642,3.7165782498849174,3.8716259010213228,3.561530598748512,2.7879682593620784e-07
11,0.11111111,3.7162905507806028,3.6532347594557173,3.8108009365509794,3.495668582360455,1.0134133441453052e-05
12,0.121212125,3.655223357256333,3.5928846546408866,3.7423021588695065,3.4434671504122667,8.323503230037815e-05
13,0.13131313,3.5930270807936897,3.53644792300844,3.667371802119667,3.4055240438972127,0.00030291300652175257
14,0.14141414,3.5302667286546208,3.4847936221291764,3.587620567392907,3.3819666768654457,0.0006598812220007002
15,0.15151516,3.4676603465826976,3.43870684614094,3.5054720464534697,3.37194164582841,0.0010071451704953798
16,0.16161616,3.406082169906981,3.398852289000569,3.4294022580580408,3.3683023199430973,0.0021793370566485894
17,0.17171717,3.346552945063785,3.3657327017299785,3.4121637260712148,3.3193016773887423,0.024265009538807503
18,0.18181819,3.290216859680815,3.3396529735529272,3.4396148582126886,3.239691088893166,0.05282142049696679
19,0.1919192,3.238303153784273,3.3207271361435358,3.481443971701962,3.1600103005851095,0.07657587239721889
20,0.2020202,3.1920724363472677,3.308913156796047,3.533650549679295,3.0841757639127985,0.09556224758424149
21,0.21212122,3.1527519945265756,3.3040453540059618,3.5943948210244656,3.013695886987458,0.11013672372232854
22,0.22222222,3.1214639918175604,3.3058615565757794,3.6621850077185294,2.9495381054330294,0.12070190092690386
23,0.23232323,3.099152752892991,3.3140258555618356,3.735656007882529,2.8923957032411423,0.1276681648988385
24,0.24242425,3.0865196731433113,3.32814766945875,3.813526628039638,2.8427687108778623,0.13143961387279432
25,0.25252524,3.0839722732256765,3.3477973390951563,3.8945905600995117,2.801004118090801,0.1324071091175828
26,0.26262626,3.0915936120768426,3.3725193394132216,3.9777167185748317,2.7673219602516115,0.13094453301492587
27,0.27272728,3.1091360766184377,3.4018424347616927,4.0618479318993295,2.741836937624056,0.12740679471594946
28,0.28282827,3.13603991641379,3.4352882467731645,4.1460014160291445,2.724575077517184,0.12212904212890846
29,0.2929293,3.1714749621876988,3.472378316451897,4.229268498304745,2.7154881345990485,0.11542652208410295
30,0.3030303,3.214399141668857,3.5126387340965564,4.310811355844518,2.714466112348595,0.10759511677787607
31,0.3131313,3.263628415862368,3.5556043721349098,4.389861474914954,2.7213472693548653,0.09891207552998221
32,0.32323232,3.3179103624003052,3.6008222479321104,4.465717696247616,2.7359267996166055,0.08963685510180126
33,0.33333334,3.3759924808358623,3.6478528445973946,4.53774206361325,2.7579636255815387,0.08001223426196485
34,0.34343433,3.4366821365062212,3.6962718536618393,4.6053578936814805,2.787185813642198,0.07026508427638214
35,0.35353535,3.4988932638257215,3.7456714591184563,4.668047874984686,2.8232950432522266,0.06060684362693103
36,0.36363637,3.5616762493238423,3.795659881045728,4.72535079386056,2.865968968230896,0.051233794247132924
37,0.37373737,3.6242344847021006,3.845861883765556,4.77686062817907,2.9148631393520428,0.042326390711502286
38,0.3838384,3.6859277198868843,3.895919103834577,4.822225964298714,2.96961224337044,0.03404766217237945
39,0.3939394,3.7462631541202254,3.945488919209217,4.86114882199228,3.0298290164261545,0.02654061797916275
40,0.4040404,3.804880652233518,3.9942446327102608,4.89338572776721,3.095103537653311,0.019923893891633095
41,0.41414142,3.861533303778327,4.041875688789623,4.918749320355201,3.1650020572240445,0.01428573422746642
42,0.42424244,3.9160644436982257,4.088086743385607,4.937110131201148,3.239063355570066,0.009676501920894469
43,0.43434343,3.9683862981476605,4.132598275067706,4.9484003283751505,3.3167962217602613,0.006099986668185987
44,0.44444445,4.018459999891032,4.1751474330918805,4.952618165485937,3.3976767006978235,0.0035053909443850846
45,0.45454547,4.0662766139530575,4.215488122527832,4.949833356482229,3.4811428885734346,0.001783178577506605
46,0.46464646,4.111842394245993,4.253392798122367,4.940194028134795,3.5665915681099394,0.0007694324544165544
47,0.47474748,4.155166842405414,4.288654740132945,4.923934535678149,3.6533749445877417,0.0002641747594021595
48,0.4848485,4.196252410432759,4.32109006323579,4.901384910511014,3.7407952159605657,6.535511998567321e-05
49,0.4949495,4.235088066398109,4.350541605742157,4.8729814754751715,3.8281017360091414,9.925192534020093e-06
50,0.50505054,4.27164525007597,4.376883716091653,4.839278460535865,3.9144889716474407,7.051358930645225e-07
51,0.5151515,4.30587433128737,4.4000269216882435,4.80096286752242,3.9990909758540663,1.4387434886914995e-08
52,0.5252525,4.337706416451617,4.419926203380602,4.758868503238782,4.080983903522423,3.290628170890864e-11
53,0.53535354,4.367053619856339,4.436588189240362,4.7139973046756385,4.159179073805085,1.128231488181934e-15
54,0.5454545,4.393814133713825,4.450081882916803,4.66754604652659,4.232617719307015,5.476649356874014e-22
55,0.5555556,4.4178794917831254,4.4605509999875395,4.62095502333804,4.300146976637039,1.5818369224136672e-39
56,0.56565654,4.439142340814975,4.468227621293232,4.576043567892553,4.3604116746939106,3.6462282919947365e-86
57,0.57575756,4.457510696175728,4.47345005057113,4.535562609117232,4.411337492025028,1.672770986442212e-257
58,0.5858586,4.472921699299334,4.47668214348991,4.507022158032199,4.446342128947621,0.0
59,0.5959596,4.4853604432705225,4.4785368197228514,4.5108933302721095,4.446180309173593,0.0
60,0.6060606,4.494880463619882,4.479793866772376,4.529209085278873,4.4303786482658785,0.0
61,0.6161616,4.501625920245871,4.481372996110399,4.541544612157262,4.421201380063536,3.334771256776647e-278
62,0.62626266,4.505854129474969,4.484272077565737,4.545340534394401,4.423203620737072,1.3918603760232637e-271
63,0.6363636,4.507955734960902,4.489502911487969,4.541552087940816,4.437453735035123,0.0
64,0.64646465,4.508471103733456,4.498027383247317,4.533797170166314,4.46225759632832,0.0
65,0.65656567,4.508098704862501,4.510691350684777,4.538003564341934,4.48337913702762,0.0
66,0.6666666,4.5076933361897495,4.5281572054428425,4.579722478542973,4.476591932342712,0.0
67,0.6767677,4.508251104417994,4.550865571584839,4.642728696155125,4.459002447014553,3.466361952390862e-136
68,0.68686867,4.510879543928311,4.579054061486476,4.717371917702479,4.440736205270472,3.69909200867412e-64
69,0.6969697,4.516752707234016,4.612792711900841,4.800631215063136,4.424954208738546,1.2609956212518965e-37
70,0.7070707,4.527052664157484,4.652011213058955,4.890525715576208,4.413496710541702,1.771932368417601e-25
71,0.7171717,4.542901449889516,4.696523972170766,4.985333948779603,4.407713995561929,4.350381069359474e-19
72,0.72727275,4.565288998199684,4.746050389128799,5.08345076074194,4.408650017515658,3.8888704689896215e-17
73,0.7373737,4.59500398787765,4.8002316100680575,5.183355501830456,4.417107718305659,6.513113487058004e-15
74,0.7474748,4.6325764853505795,4.858646426127473,5.283609107057125,4.433683745197821,1.7935348410779522e-13
75,0.75757575,4.678234736215234,4.920819392637247,5.382847827712139,4.458790957562355,1.3611423978567114e-12
76,0.7676768,4.7318897445837,4.986235450158404,5.479792778051749,4.492678122265058,4.137559369434638e-12
77,0.7777778,4.793138850436392,5.054344199199759,5.573244505007754,4.535443893391765,6.167964489679715e-12
78,0.78787875,4.861296654037172,5.124568073688211,5.662086090549109,4.587050056827313,4.969307625367072e-12
79,0.79797983,4.935447191127938,5.196309865536451,5.745285579357021,4.647334151715881,2.2150647930121793e-12
80,0.8080808,5.014503731733363,5.2689531416877236,5.821891065074132,4.716015218301315,5.25067331610839e-13
81,0.8181818,5.097286238544445,5.341872732652752,5.891038614211272,4.792706851094232,5.940957729463925e-14
82,0.82828283,5.182587253473912,5.414434428852157,5.951948872381915,4.8769199853224,2.6260548792922313e-15
83,0.83838385,5.2692379275704795,5.486001546616688,6.0039324291798275,4.968070664053548,4.9990296310108935e-17
84,0.8484849,5.356159508835379,5.555939263398733,6.046393834230514,5.065484692566951,4.969421911314078e-18
85,0.85858583,5.442400236605458,5.623619592314389,6.0788378278050885,5.16840135682369,6.957888290116487e-22
86,0.86868685,5.5271595632707395,5.688429226148375,6.1008789444790805,5.275979507817669,9.28828409020849e-28
87,0.8787879,5.609793128502069,5.749774596492081,6.112252879297205,5.387296313686957,2.7916900780077125e-37
88,0.8888889,5.689810950830477,5.8070924847288605,6.112836163124425,5.501348806333296,3.6354458216530515e-54
89,0.8989899,5.7668640881014674,5.859860511210439,6.102679728342341,5.617041294078536,1.6954401797624305e-88
90,0.9090909,5.840725465657933,5.907610067968761,6.082095186518076,5.733124949419446,3.699561696745448e-176
91,0.9191919,5.91126974603657,5.949943366679179,6.052053306379451,5.847833426978907,0.0
92,0.9292929,5.978448070462402,5.986550948537722,6.020226337217893,5.952875559857552,0.0
93,0.93939394,6.042268122683687,6.0172357464994946,6.083295471314517,5.951176021684472,0.0
94,0.94949496,6.102774072508819,6.041932311241106,6.187999293446792,5.89586532903542,1.0807772903858404e-277
95,0.959596,6.160029692462267,6.060698138010118,6.290187166737169,5.831209109283067,3.1681566571544488e-115
96,0.969697,6.214104449550074,6.073688517111891,6.387416504938914,5.759960529284868,4.5828357311812666e-63
97,0.97979796,6.2650622606113515,6.0811338697738355,6.478904189167265,5.683363550380406,4.581524427503122e-40
98,0.989899,6.312954506713471,6.083320882610807,6.564232754968305,5.602409010253309,6.058909591360557e-28
99,1.0,6.357812613746894,6.080576371414823,6.643170346976994,5.517982395852652,8.857800231507978e-21
