,optimizer,task,iteration,mean_rank,lb,ub
105,PFN-CoCaBO,levy,105.0,4.733333333333333,3.966666666666667,5.500416666666666
106,PFN-CoCaBO,levy,106.0,4.733333333333333,3.933333333333333,5.466666666666667
107,PFN-CoCaBO,levy,107.0,4.766666666666667,4.032916666666667,5.5
108,PFN-CoCaBO,levy,108.0,4.766666666666667,3.9995833333333333,5.516666666666667
109,PFN-CoCaBO,levy,109.0,4.766666666666667,4.0495833333333335,5.466666666666667
110,PFN-CoCaBO,levy,110.0,4.766666666666667,4.016666666666667,5.483333333333333
111,PFN-CoCaBO,levy,111.0,4.766666666666667,3.95,5.500416666666666
112,PFN-CoCaBO,levy,112.0,4.766666666666667,4.0,5.483333333333333
113,PFN-CoCaBO,levy,113.0,4.766666666666667,3.9833333333333334,5.483333333333333
114,PFN-CoCaBO,levy,114.0,4.766666666666667,3.9995833333333333,5.5337499999999995
115,PFN-CoCaBO,levy,115.0,4.766666666666667,4.01625,5.433333333333334
116,PFN-CoCaBO,levy,116.0,4.733333333333333,4.016666666666667,5.45
117,PFN-CoCaBO,levy,117.0,4.733333333333333,3.9833333333333334,5.43375
118,PFN-CoCaBO,levy,118.0,4.733333333333333,4.0,5.516666666666667
119,PFN-CoCaBO,levy,119.0,4.766666666666667,3.9825,5.483333333333333
120,PFN-CoCaBO,levy,120.0,4.633333333333334,3.8666666666666667,5.4
121,PFN-CoCaBO,levy,121.0,4.633333333333334,3.8495833333333334,5.366666666666666
122,PFN-CoCaBO,levy,122.0,4.666666666666667,3.85,5.416666666666667
123,PFN-CoCaBO,levy,123.0,4.7,3.9833333333333334,5.4504166666666665
124,PFN-CoCaBO,levy,124.0,4.666666666666667,3.8829166666666666,5.383333333333334
125,PFN-CoCaBO,levy,125.0,4.633333333333334,3.8666666666666667,5.383333333333334
126,PFN-CoCaBO,levy,126.0,4.666666666666667,3.799583333333333,5.45
127,PFN-CoCaBO,levy,127.0,4.633333333333334,3.8333333333333335,5.400416666666667
128,PFN-CoCaBO,levy,128.0,4.666666666666667,3.899583333333333,5.4
129,PFN-CoCaBO,levy,129.0,4.666666666666667,3.85,5.366666666666666
130,PFN-CoCaBO,levy,130.0,4.666666666666667,3.91625,5.366666666666666
131,PFN-CoCaBO,levy,131.0,4.666666666666667,3.8833333333333333,5.416666666666667
132,PFN-CoCaBO,levy,132.0,4.666666666666667,3.8833333333333333,5.35
133,PFN-CoCaBO,levy,133.0,4.666666666666667,3.85,5.416666666666667
134,PFN-CoCaBO,levy,134.0,4.633333333333334,3.8666666666666667,5.400416666666667
135,PFN-CoCaBO,levy,135.0,4.566666666666666,3.799583333333333,5.333749999999999
136,PFN-CoCaBO,levy,136.0,4.566666666666666,3.81625,5.350416666666666
137,PFN-CoCaBO,levy,137.0,4.566666666666666,3.799583333333333,5.333333333333333
138,PFN-CoCaBO,levy,138.0,4.533333333333333,3.75,5.283333333333333
139,PFN-CoCaBO,levy,139.0,4.533333333333333,3.783333333333333,5.350416666666666
140,PFN-CoCaBO,levy,140.0,4.533333333333333,3.76625,5.300416666666666
141,PFN-CoCaBO,levy,141.0,4.533333333333333,3.7329166666666667,5.3
142,PFN-CoCaBO,levy,142.0,4.366666666666666,3.5829166666666667,5.1170833333333325
143,PFN-CoCaBO,levy,143.0,4.366666666666666,3.56625,5.150416666666667
144,PFN-CoCaBO,levy,144.0,4.366666666666666,3.5829166666666667,5.167083333333333
145,PFN-CoCaBO,levy,145.0,4.35,3.566666666666667,5.1170833333333325
146,PFN-CoCaBO,levy,146.0,4.35,3.5329166666666665,5.150416666666667
147,PFN-CoCaBO,levy,147.0,4.383333333333334,3.5829166666666667,5.183333333333334
148,PFN-CoCaBO,levy,148.0,4.383333333333334,3.6,5.166666666666667
149,PFN-CoCaBO,levy,149.0,4.383333333333334,3.4829166666666667,5.183333333333334
150,PFN-CoCaBO,levy,150.0,4.416666666666667,3.6329166666666666,5.217083333333333
151,PFN-CoCaBO,levy,151.0,4.45,3.6329166666666666,5.266666666666667
152,PFN-CoCaBO,levy,152.0,4.45,3.665833333333333,5.23375
153,PFN-CoCaBO,levy,153.0,4.483333333333333,3.6666666666666665,5.233333333333333
154,PFN-CoCaBO,levy,154.0,4.483333333333333,3.66625,5.316666666666666
155,PFN-CoCaBO,levy,155.0,4.483333333333333,3.7329166666666667,5.283333333333333
156,PFN-CoCaBO,levy,156.0,4.483333333333333,3.66625,5.283333333333333
157,PFN-CoCaBO,levy,157.0,4.483333333333333,3.6666666666666665,5.250416666666666
158,PFN-CoCaBO,levy,158.0,4.516666666666667,3.7329166666666667,5.233333333333333
159,PFN-CoCaBO,levy,159.0,4.55,3.81625,5.333333333333333
160,PFN-CoCaBO,levy,160.0,4.566666666666666,3.765833333333333,5.4
161,PFN-CoCaBO,levy,161.0,4.566666666666666,3.8,5.3
162,PFN-CoCaBO,levy,162.0,4.566666666666666,3.7325,5.3
163,PFN-CoCaBO,levy,163.0,4.6,3.8333333333333335,5.366666666666666
164,PFN-CoCaBO,levy,164.0,4.6,3.8,5.366666666666666
165,PFN-CoCaBO,levy,165.0,4.633333333333334,3.9324999999999997,5.4
166,PFN-CoCaBO,levy,166.0,4.7,3.9,5.466666666666667
167,PFN-CoCaBO,levy,167.0,4.7,3.933333333333333,5.434166666666666
168,PFN-CoCaBO,levy,168.0,4.733333333333333,3.933333333333333,5.433333333333334
169,PFN-CoCaBO,levy,169.0,4.7,3.966666666666667,5.433333333333334
170,PFN-CoCaBO,levy,170.0,4.666666666666667,3.8991666666666664,5.400833333333333
171,PFN-CoCaBO,levy,171.0,4.666666666666667,3.933333333333333,5.400833333333333
172,PFN-CoCaBO,levy,172.0,4.666666666666667,3.8666666666666667,5.433333333333334
173,PFN-CoCaBO,levy,173.0,4.666666666666667,3.933333333333333,5.367499999999999
174,PFN-CoCaBO,levy,174.0,4.666666666666667,3.9,5.366666666666666
175,PFN-CoCaBO,levy,175.0,4.666666666666667,3.9,5.367499999999999
176,PFN-CoCaBO,levy,176.0,4.666666666666667,3.8325,5.367499999999999
177,PFN-CoCaBO,levy,177.0,4.666666666666667,3.9,5.333333333333333
178,PFN-CoCaBO,levy,178.0,4.666666666666667,3.933333333333333,5.366666666666666
179,PFN-CoCaBO,levy,179.0,4.666666666666667,3.933333333333333,5.4
180,PFN-CoCaBO,levy,180.0,4.666666666666667,3.9324999999999997,5.433333333333334
181,PFN-CoCaBO,levy,181.0,4.666666666666667,3.9,5.366666666666666
182,PFN-CoCaBO,levy,182.0,4.6,3.8333333333333335,5.366666666666666
183,PFN-CoCaBO,levy,183.0,4.6,3.8,5.333333333333333
184,PFN-CoCaBO,levy,184.0,4.6,3.8333333333333335,5.334166666666666
185,PFN-CoCaBO,levy,185.0,4.6,3.8666666666666667,5.333333333333333
186,PFN-CoCaBO,levy,186.0,4.6,3.8,5.366666666666666
187,PFN-CoCaBO,levy,187.0,4.6,3.8666666666666667,5.300833333333332
188,PFN-CoCaBO,levy,188.0,4.6,3.8333333333333335,5.333333333333333
189,PFN-CoCaBO,levy,189.0,4.6,3.8,5.4
190,PFN-CoCaBO,levy,190.0,4.6,3.8325,5.333333333333333
191,PFN-CoCaBO,levy,191.0,4.6,3.8333333333333335,5.3
192,PFN-CoCaBO,levy,192.0,4.633333333333334,3.8666666666666667,5.366666666666666
193,PFN-CoCaBO,levy,193.0,4.633333333333334,3.8658333333333332,5.366666666666666
194,PFN-CoCaBO,levy,194.0,4.633333333333334,3.9,5.333333333333333
195,PFN-CoCaBO,levy,195.0,4.633333333333334,3.8666666666666667,5.4
196,PFN-CoCaBO,levy,196.0,4.633333333333334,3.933333333333333,5.366666666666666
197,PFN-CoCaBO,levy,197.0,4.633333333333334,3.8666666666666667,5.300833333333332
198,PFN-CoCaBO,levy,198.0,4.666666666666667,3.9,5.466666666666667
199,PFN-CoCaBO,levy,199.0,4.666666666666667,3.8333333333333335,5.433333333333334
200,PFN-CoCaBO,levy,200.0,4.666666666666667,3.9,5.433333333333334
0,Random Baseline,levy,0.0,4.0,4.0,4.0
1,Random Baseline,levy,1.0,4.566666666666666,4.383333333333334,4.766666666666667
2,Random Baseline,levy,2.0,4.416666666666667,3.933333333333333,4.833333333333333
3,Random Baseline,levy,3.0,4.166666666666667,3.55,4.7004166666666665
4,Random Baseline,levy,4.0,4.1,3.4833333333333334,4.7004166666666665
5,Random Baseline,levy,5.0,4.316666666666666,3.649583333333333,4.966666666666667
6,Random Baseline,levy,6.0,4.366666666666666,3.6333333333333333,5.0
7,Random Baseline,levy,7.0,4.483333333333333,3.8,5.083333333333333
8,Random Baseline,levy,8.0,4.683333333333334,3.9829166666666667,5.350416666666666
9,Random Baseline,levy,9.0,4.7,4.0,5.35
10,Random Baseline,levy,10.0,4.716666666666667,4.016666666666667,5.4
11,Random Baseline,levy,11.0,4.783333333333333,4.099583333333333,5.466666666666667
12,Random Baseline,levy,12.0,4.816666666666666,4.116666666666666,5.467083333333333
13,Random Baseline,levy,13.0,4.85,4.1,5.533333333333333
14,Random Baseline,levy,14.0,5.016666666666667,4.416250000000001,5.650416666666667
15,Random Baseline,levy,15.0,5.033333333333333,4.3829166666666675,5.633333333333334
16,Random Baseline,levy,16.0,5.116666666666666,4.4662500000000005,5.667083333333333
17,Random Baseline,levy,17.0,5.15,4.566666666666666,5.733333333333333
18,Random Baseline,levy,18.0,5.083333333333333,4.466666666666667,5.666666666666667
19,Random Baseline,levy,19.0,5.15,4.55,5.716666666666667
20,Random Baseline,levy,20.0,5.233333333333333,4.616666666666666,5.75
21,Random Baseline,levy,21.0,5.233333333333333,4.649166666666667,5.783333333333333
22,Random Baseline,levy,22.0,5.233333333333333,4.6,5.716666666666667
23,Random Baseline,levy,23.0,5.233333333333333,4.616666666666666,5.733333333333333
24,Random Baseline,levy,24.0,5.183333333333334,4.6,5.733333333333333
25,Random Baseline,levy,25.0,5.116666666666666,4.516666666666667,5.683333333333334
26,Random Baseline,levy,26.0,5.0,4.383333333333334,5.616666666666666
27,Random Baseline,levy,27.0,4.933333333333334,4.349583333333333,5.483333333333333
28,Random Baseline,levy,28.0,5.0,4.383333333333334,5.567083333333333
29,Random Baseline,levy,29.0,5.05,4.432916666666667,5.633333333333334
30,Random Baseline,levy,30.0,5.166666666666667,4.633333333333334,5.7
31,Random Baseline,levy,31.0,5.25,4.666666666666667,5.817083333333333
32,Random Baseline,levy,32.0,5.25,4.682916666666667,5.766666666666667
33,Random Baseline,levy,33.0,5.3,4.75,5.8
34,Random Baseline,levy,34.0,5.35,4.7995833333333335,5.85
35,Random Baseline,levy,35.0,5.35,4.8,5.85
36,Random Baseline,levy,36.0,5.316666666666666,4.782916666666667,5.816666666666666
37,Random Baseline,levy,37.0,5.35,4.85,5.866666666666666
38,Random Baseline,levy,38.0,5.416666666666667,4.849583333333333,5.916666666666667
39,Random Baseline,levy,39.0,5.483333333333333,4.916666666666667,5.966666666666667
40,Random Baseline,levy,40.0,5.516666666666667,5.016666666666667,5.983333333333333
41,Random Baseline,levy,41.0,5.516666666666667,4.983333333333333,5.966666666666667
42,Random Baseline,levy,42.0,5.516666666666667,5.032916666666667,5.933333333333334
43,Random Baseline,levy,43.0,5.516666666666667,4.983333333333333,5.98375
44,Random Baseline,levy,44.0,5.516666666666667,5.033333333333333,5.966666666666667
45,Random Baseline,levy,45.0,5.433333333333334,4.9,5.9
46,Random Baseline,levy,46.0,5.433333333333334,4.9,5.9
47,Random Baseline,levy,47.0,5.466666666666667,5.0,5.9
48,Random Baseline,levy,48.0,5.533333333333333,5.0,5.967499999999999
49,Random Baseline,levy,49.0,5.566666666666666,5.1,5.966666666666667
50,Random Baseline,levy,50.0,5.566666666666666,5.066666666666666,6.0
51,Random Baseline,levy,51.0,5.566666666666666,5.066666666666666,6.0
52,Random Baseline,levy,52.0,5.583333333333333,5.1,6.016666666666667
53,Random Baseline,levy,53.0,5.583333333333333,5.1,6.000416666666666
54,Random Baseline,levy,54.0,5.583333333333333,5.1,6.0
55,Random Baseline,levy,55.0,5.583333333333333,5.083333333333333,6.016666666666667
56,Random Baseline,levy,56.0,5.55,5.06625,5.933333333333334
57,Random Baseline,levy,57.0,5.516666666666667,5.033333333333333,5.933333333333334
58,Random Baseline,levy,58.0,5.616666666666666,5.1329166666666675,6.083749999999999
59,Random Baseline,levy,59.0,5.683333333333334,5.182916666666667,6.083333333333333
60,Random Baseline,levy,60.0,5.716666666666667,5.216666666666667,6.116666666666666
61,Random Baseline,levy,61.0,5.75,5.31625,6.133333333333334
62,Random Baseline,levy,62.0,5.75,5.3,6.133333333333334
63,Random Baseline,levy,63.0,5.616666666666666,5.116666666666666,6.033333333333333
64,Random Baseline,levy,64.0,5.616666666666666,5.1,6.067083333333333
65,Random Baseline,levy,65.0,5.616666666666666,5.116666666666666,6.083333333333333
66,Random Baseline,levy,66.0,5.616666666666666,5.1,6.067083333333333
67,Random Baseline,levy,67.0,5.65,5.15,6.066666666666666
68,Random Baseline,levy,68.0,5.55,4.966666666666667,6.033333333333333
69,Random Baseline,levy,69.0,5.616666666666666,5.05,6.1
70,Random Baseline,levy,70.0,5.65,5.066666666666666,6.133333333333334
71,Random Baseline,levy,71.0,5.683333333333334,5.1329166666666675,6.2
72,Random Baseline,levy,72.0,5.683333333333334,5.1329166666666675,6.15
73,Random Baseline,levy,73.0,5.683333333333334,5.11625,6.183333333333334
74,Random Baseline,levy,74.0,5.716666666666667,5.183333333333334,6.2
75,Random Baseline,levy,75.0,5.75,5.183333333333334,6.233333333333333
76,Random Baseline,levy,76.0,5.75,5.215833333333333,6.233333333333333
77,Random Baseline,levy,77.0,5.783333333333333,5.232916666666667,6.25
78,Random Baseline,levy,78.0,5.816666666666666,5.282916666666667,6.3
79,Random Baseline,levy,79.0,5.816666666666666,5.25,6.283333333333333
80,Random Baseline,levy,80.0,5.816666666666666,5.26625,6.283333333333333
81,Random Baseline,levy,81.0,5.816666666666666,5.249583333333334,6.267083333333333
82,Random Baseline,levy,82.0,5.783333333333333,5.216666666666667,6.233333333333333
83,Random Baseline,levy,83.0,5.85,5.3,6.333333333333333
84,Random Baseline,levy,84.0,5.85,5.2995833333333335,6.3
85,Random Baseline,levy,85.0,5.85,5.332916666666667,6.333749999999999
86,Random Baseline,levy,86.0,5.816666666666666,5.233333333333333,6.3
87,Random Baseline,levy,87.0,5.85,5.333333333333333,6.316666666666666
88,Random Baseline,levy,88.0,5.85,5.283333333333333,6.333333333333333
89,Random Baseline,levy,89.0,5.85,5.283333333333333,6.333333333333333
90,Random Baseline,levy,90.0,5.783333333333333,5.283333333333333,6.23375
91,Random Baseline,levy,91.0,5.783333333333333,5.2,6.25
92,Random Baseline,levy,92.0,5.716666666666667,5.166666666666667,6.2
93,Random Baseline,levy,93.0,5.716666666666667,5.2,6.183333333333334
94,Random Baseline,levy,94.0,5.716666666666667,5.183333333333334,6.183333333333334
95,Random Baseline,levy,95.0,5.616666666666666,5.1,6.1
96,Random Baseline,levy,96.0,5.616666666666666,5.06625,6.083333333333333
97,Random Baseline,levy,97.0,5.55,4.966666666666667,6.033333333333333
98,Random Baseline,levy,98.0,5.6,5.05,6.066666666666666
99,Random Baseline,levy,99.0,5.6,5.083333333333333,6.066666666666666
100,Random Baseline,levy,100.0,5.633333333333334,5.1,6.116666666666666
101,Random Baseline,levy,101.0,5.633333333333334,5.083333333333333,6.116666666666666
102,Random Baseline,levy,102.0,5.666666666666667,5.133333333333334,6.116666666666666
103,Random Baseline,levy,103.0,5.666666666666667,5.099583333333333,6.133333333333334
104,Random Baseline,levy,104.0,5.666666666666667,5.1,6.133333333333334
105,Random Baseline,levy,105.0,5.666666666666667,5.083333333333333,6.133333333333334
106,Random Baseline,levy,106.0,5.666666666666667,5.15,6.133333333333334
107,Random Baseline,levy,107.0,5.666666666666667,5.15,6.13375
108,Random Baseline,levy,108.0,5.666666666666667,5.083333333333333,6.15
109,Random Baseline,levy,109.0,5.666666666666667,5.11625,6.15
110,Random Baseline,levy,110.0,5.666666666666667,5.133333333333334,6.116666666666666
111,Random Baseline,levy,111.0,5.666666666666667,5.133333333333334,6.13375
112,Random Baseline,levy,112.0,5.666666666666667,5.183333333333334,6.166666666666667
113,Random Baseline,levy,113.0,5.7,5.166666666666667,6.15
114,Random Baseline,levy,114.0,5.7,5.2,6.183333333333334
115,Random Baseline,levy,115.0,5.7,5.2,6.133333333333334
116,Random Baseline,levy,116.0,5.7,5.166666666666667,6.166666666666667
117,Random Baseline,levy,117.0,5.733333333333333,5.2,6.2
118,Random Baseline,levy,118.0,5.733333333333333,5.2,6.216666666666667
119,Random Baseline,levy,119.0,5.7,5.166666666666667,6.166666666666667
120,Random Baseline,levy,120.0,5.733333333333333,5.2,6.166666666666667
121,Random Baseline,levy,121.0,5.733333333333333,5.25,6.18375
122,Random Baseline,levy,122.0,5.733333333333333,5.199583333333334,6.2
123,Random Baseline,levy,123.0,5.733333333333333,5.216666666666667,6.18375
124,Random Baseline,levy,124.0,5.733333333333333,5.166666666666667,6.2
125,Random Baseline,levy,125.0,5.733333333333333,5.233333333333333,6.183333333333334
126,Random Baseline,levy,126.0,5.766666666666667,5.266666666666667,6.216666666666667
127,Random Baseline,levy,127.0,5.8,5.316666666666666,6.216666666666667
128,Random Baseline,levy,128.0,5.833333333333333,5.3829166666666675,6.266666666666667
129,Random Baseline,levy,129.0,5.833333333333333,5.366666666666666,6.266666666666667
130,Random Baseline,levy,130.0,5.833333333333333,5.349583333333333,6.25
131,Random Baseline,levy,131.0,5.8,5.266666666666667,6.217083333333333
132,Random Baseline,levy,132.0,5.8,5.266666666666667,6.266666666666667
133,Random Baseline,levy,133.0,5.8,5.266666666666667,6.23375
134,Random Baseline,levy,134.0,5.883333333333334,5.383333333333334,6.333333333333333
135,Random Baseline,levy,135.0,5.883333333333334,5.333333333333333,6.333749999999999
136,Random Baseline,levy,136.0,5.883333333333334,5.35,6.316666666666666
137,Random Baseline,levy,137.0,5.883333333333334,5.3,6.35
138,Random Baseline,levy,138.0,5.883333333333334,5.4,6.333333333333333
139,Random Baseline,levy,139.0,5.883333333333334,5.333333333333333,6.333333333333333
140,Random Baseline,levy,140.0,5.883333333333334,5.333333333333333,6.3670833333333325
141,Random Baseline,levy,141.0,5.883333333333334,5.366666666666666,6.316666666666666
142,Random Baseline,levy,142.0,5.883333333333334,5.366666666666666,6.366666666666666
143,Random Baseline,levy,143.0,5.883333333333334,5.35,6.35
144,Random Baseline,levy,144.0,5.916666666666667,5.449583333333334,6.366666666666666
145,Random Baseline,levy,145.0,5.916666666666667,5.432916666666667,6.366666666666666
146,Random Baseline,levy,146.0,5.95,5.45,6.417083333333333
147,Random Baseline,levy,147.0,5.883333333333334,5.366666666666666,6.35
148,Random Baseline,levy,148.0,5.883333333333334,5.399583333333334,6.316666666666666
149,Random Baseline,levy,149.0,5.916666666666667,5.449583333333334,6.366666666666666
150,Random Baseline,levy,150.0,5.916666666666667,5.4,6.35
151,Random Baseline,levy,151.0,5.916666666666667,5.466666666666667,6.333333333333333
152,Random Baseline,levy,152.0,5.916666666666667,5.416250000000001,6.366666666666666
153,Random Baseline,levy,153.0,5.916666666666667,5.466666666666667,6.35
154,Random Baseline,levy,154.0,5.916666666666667,5.5,6.350416666666666
155,Random Baseline,levy,155.0,5.916666666666667,5.449583333333334,6.333749999999999
156,Random Baseline,levy,156.0,5.916666666666667,5.416666666666667,6.350416666666666
157,Random Baseline,levy,157.0,5.916666666666667,5.483333333333333,6.333333333333333
158,Random Baseline,levy,158.0,5.916666666666667,5.4,6.333333333333333
159,Random Baseline,levy,159.0,5.916666666666667,5.416666666666667,6.35
160,Random Baseline,levy,160.0,5.866666666666666,5.399166666666667,6.266666666666667
161,Random Baseline,levy,161.0,5.9,5.4,6.333333333333333
162,Random Baseline,levy,162.0,5.9,5.4,6.333333333333333
163,Random Baseline,levy,163.0,5.9,5.433333333333334,6.333333333333333
164,Random Baseline,levy,164.0,5.9,5.4325,6.300833333333332
165,Random Baseline,levy,165.0,5.9,5.433333333333334,6.333333333333333
166,Random Baseline,levy,166.0,5.9,5.4,6.3
167,Random Baseline,levy,167.0,5.9,5.433333333333334,6.333333333333333
168,Random Baseline,levy,168.0,5.9,5.4,6.333333333333333
169,Random Baseline,levy,169.0,5.9,5.399166666666667,6.333333333333333
170,Random Baseline,levy,170.0,5.9,5.433333333333334,6.333333333333333
171,Random Baseline,levy,171.0,5.9,5.4,6.3
172,Random Baseline,levy,172.0,5.9,5.399166666666667,6.333333333333333
173,Random Baseline,levy,173.0,5.9,5.433333333333334,6.333333333333333
174,Random Baseline,levy,174.0,5.866666666666666,5.366666666666666,6.267499999999999
175,Random Baseline,levy,175.0,5.866666666666666,5.433333333333334,6.3
176,Random Baseline,levy,176.0,5.866666666666666,5.366666666666666,6.267499999999999
177,Random Baseline,levy,177.0,5.866666666666666,5.433333333333334,6.266666666666667
178,Random Baseline,levy,178.0,5.866666666666666,5.4,6.3
179,Random Baseline,levy,179.0,5.933333333333334,5.5,6.333333333333333
180,Random Baseline,levy,180.0,5.933333333333334,5.533333333333333,6.3
181,Random Baseline,levy,181.0,5.933333333333334,5.5,6.3
182,Random Baseline,levy,182.0,5.933333333333334,5.4991666666666665,6.333333333333333
183,Random Baseline,levy,183.0,5.933333333333334,5.5,6.333333333333333
184,Random Baseline,levy,184.0,5.933333333333334,5.533333333333333,6.3
185,Random Baseline,levy,185.0,5.933333333333334,5.533333333333333,6.3
186,Random Baseline,levy,186.0,5.933333333333334,5.5,6.3
187,Random Baseline,levy,187.0,5.933333333333334,5.533333333333333,6.3
188,Random Baseline,levy,188.0,5.933333333333334,5.5,6.333333333333333
189,Random Baseline,levy,189.0,5.933333333333334,5.533333333333333,6.300833333333332
190,Random Baseline,levy,190.0,5.933333333333334,5.5,6.333333333333333
191,Random Baseline,levy,191.0,5.933333333333334,5.533333333333333,6.334166666666666
192,Random Baseline,levy,192.0,5.933333333333334,5.5,6.3
193,Random Baseline,levy,193.0,5.933333333333334,5.466666666666667,6.3
194,Random Baseline,levy,194.0,5.933333333333334,5.5,6.3
195,Random Baseline,levy,195.0,5.933333333333334,5.5,6.333333333333333
196,Random Baseline,levy,196.0,5.933333333333334,5.533333333333333,6.333333333333333
197,Random Baseline,levy,197.0,5.966666666666667,5.533333333333333,6.333333333333333
198,Random Baseline,levy,198.0,5.933333333333334,5.5,6.3
199,Random Baseline,levy,199.0,5.933333333333334,5.533333333333333,6.3
200,Random Baseline,levy,200.0,5.933333333333334,5.5,6.266666666666667
0,BODi,michalewicz,0.0,4.0,4.0,4.0
1,BODi,michalewicz,1.0,4.016666666666667,3.6333333333333333,4.366666666666666
2,BODi,michalewicz,2.0,4.05,3.549583333333333,4.516666666666667
3,BODi,michalewicz,3.0,4.15,3.55,4.716666666666667
4,BODi,michalewicz,4.0,4.233333333333333,3.665833333333333,4.783333333333333
5,BODi,michalewicz,5.0,3.9833333333333334,3.4166666666666665,4.5337499999999995
6,BODi,michalewicz,6.0,4.2,3.5995833333333334,4.8
7,BODi,michalewicz,7.0,4.266666666666667,3.533333333333333,4.9
8,BODi,michalewicz,8.0,4.3,3.566666666666667,4.983333333333333
9,BODi,michalewicz,9.0,4.183333333333334,3.45,4.88375
10,BODi,michalewicz,10.0,3.933333333333333,3.25,4.683333333333334
11,BODi,michalewicz,11.0,3.966666666666667,3.3333333333333335,4.633333333333334
12,BODi,michalewicz,12.0,3.966666666666667,3.316666666666667,4.634166666666666
13,BODi,michalewicz,13.0,4.016666666666667,3.3333333333333335,4.7004166666666665
14,BODi,michalewicz,14.0,3.95,3.3333333333333335,4.6
15,BODi,michalewicz,15.0,3.9833333333333334,3.3495833333333334,4.666666666666667
16,BODi,michalewicz,16.0,4.0,3.3333333333333335,4.65
17,BODi,michalewicz,17.0,3.8666666666666667,3.183333333333333,4.5
18,BODi,michalewicz,18.0,3.8666666666666667,3.2666666666666666,4.48375
19,BODi,michalewicz,19.0,3.95,3.3,4.566666666666666
20,BODi,michalewicz,20.0,3.9833333333333334,3.3333333333333335,4.583333333333333
21,BODi,michalewicz,21.0,3.9166666666666665,3.2666666666666666,4.584166666666666
22,BODi,michalewicz,22.0,3.95,3.283333333333333,4.633333333333334
23,BODi,michalewicz,23.0,3.783333333333333,3.1166666666666667,4.466666666666667
24,BODi,michalewicz,24.0,3.6166666666666667,2.9829166666666667,4.333333333333333
25,BODi,michalewicz,25.0,3.7333333333333334,2.9991666666666665,4.4
26,BODi,michalewicz,26.0,3.7,2.933333333333333,4.4
27,BODi,michalewicz,27.0,3.7,2.966666666666667,4.466666666666667
28,BODi,michalewicz,28.0,3.6666666666666665,2.933333333333333,4.5
29,BODi,michalewicz,29.0,3.6666666666666665,2.9324999999999997,4.400833333333333
30,BODi,michalewicz,30.0,3.3333333333333335,2.6666666666666665,4.033333333333333
31,BODi,michalewicz,31.0,3.3333333333333335,2.7325,3.9674999999999994
32,BODi,michalewicz,32.0,3.4,2.7333333333333334,4.1674999999999995
33,BODi,michalewicz,33.0,3.466666666666667,2.7666666666666666,4.166666666666667
34,BODi,michalewicz,34.0,3.466666666666667,2.7333333333333334,4.2
35,BODi,michalewicz,35.0,3.2,2.4991666666666665,3.8333333333333335
36,BODi,michalewicz,36.0,3.2,2.566666666666667,3.8333333333333335
37,BODi,michalewicz,37.0,3.2,2.533333333333333,3.933333333333333
38,BODi,michalewicz,38.0,3.3,2.6333333333333333,3.933333333333333
39,BODi,michalewicz,39.0,3.3,2.6666666666666665,4.0
40,BODi,michalewicz,40.0,3.3,2.6666666666666665,3.933333333333333
41,BODi,michalewicz,41.0,3.3333333333333335,2.765833333333333,3.966666666666667
42,BODi,michalewicz,42.0,3.3333333333333335,2.7,4.0
43,BODi,michalewicz,43.0,3.4,2.7666666666666666,4.034166666666666
44,BODi,michalewicz,44.0,3.4,2.8,4.033333333333333
45,BODi,michalewicz,45.0,3.5166666666666666,2.8833333333333333,4.150416666666667
46,BODi,michalewicz,46.0,3.5166666666666666,2.9166666666666665,4.166666666666667
47,BODi,michalewicz,47.0,3.5166666666666666,2.9,4.2004166666666665
48,BODi,michalewicz,48.0,3.55,2.933333333333333,4.100416666666666
49,BODi,michalewicz,49.0,3.5166666666666666,2.8833333333333333,4.167083333333333
50,BODi,michalewicz,50.0,3.5166666666666666,2.91625,4.116666666666666
51,BODi,michalewicz,51.0,3.3833333333333333,2.8,4.050416666666666
52,BODi,michalewicz,52.0,3.35,2.71625,4.05
53,BODi,michalewicz,53.0,3.3833333333333333,2.7333333333333334,3.9833333333333334
54,BODi,michalewicz,54.0,3.4166666666666665,2.783333333333333,4.050416666666666
55,BODi,michalewicz,55.0,3.3833333333333333,2.7333333333333334,4.083749999999999
56,BODi,michalewicz,56.0,3.45,2.7666666666666666,4.1170833333333325
57,BODi,michalewicz,57.0,3.3333333333333335,2.7333333333333334,3.9341666666666657
58,BODi,michalewicz,58.0,3.433333333333333,2.8333333333333335,4.066666666666666
59,BODi,michalewicz,59.0,3.466666666666667,2.8666666666666667,4.133333333333334
60,BODi,michalewicz,60.0,3.466666666666667,2.8333333333333335,4.067499999999999
61,BODi,michalewicz,61.0,3.5,2.8991666666666664,4.2
62,BODi,michalewicz,62.0,3.466666666666667,2.8325,4.134166666666666
63,BODi,michalewicz,63.0,3.466666666666667,2.8658333333333332,4.166666666666667
64,BODi,michalewicz,64.0,3.533333333333333,2.8666666666666667,4.266666666666667
65,BODi,michalewicz,65.0,3.533333333333333,2.8333333333333335,4.266666666666667
66,BODi,michalewicz,66.0,3.533333333333333,2.8666666666666667,4.233333333333333
67,BODi,michalewicz,67.0,3.6,2.933333333333333,4.267499999999999
68,BODi,michalewicz,68.0,3.433333333333333,2.8333333333333335,4.1
69,BODi,michalewicz,69.0,3.4,2.7666666666666666,4.066666666666666
