,0,1
183,-1.115554,0.006600547
184,-1.1099625,0.006600547
185,-1.1099625,0.0062996857
186,-1.1041446,0.0062996857
187,-1.1041446,0.0060033537
188,-1.0985601,0.0060033537
189,-1.0985601,0.0059300098
190,-1.093446,0.0059300098
191,-1.093446,0.0060118097
192,-1.0884426,0.0060118097
193,-1.0884426,0.006757977
194,-1.0834007,0.006757977
195,-1.0834007,0.006258081
196,-1.0779023,0.006258081
197,-1.0779023,0.0064019677
198,-1.0728838,0.0064019677
199,-1.0728838,0.0058803195
200,-1.0675875,0.0058803195
201,-1.0675875,0.0065134065
202,-1.0628989,0.0065134065
203,-1.0628989,0.0061846506
204,-1.0579002,0.0061846506
205,-1.0579002,0.005995195
206,-1.0532058,0.005995195
207,-1.0532058,0.006099591
208,-1.0484263,0.006099591
209,-1.0484263,0.006258547
210,-1.0437858,0.006258547
211,-1.0437858,0.006821147
212,-1.0390178,0.006821147
213,-1.0390178,0.006316515
214,-1.0339565,0.006316515
215,-1.0339565,0.005952995
216,-1.0293369,0.005952995
217,-1.0293369,0.0064207115
218,-1.0249453,0.0064207115
219,-1.0249453,0.0058013927
220,-1.0204151,0.0058013927
221,-1.0204151,0.006603475
222,-1.016094,0.006603475
223,-1.016094,0.0060313777
224,-1.0113232,0.0060313777
225,-1.0113232,0.00593393
226,-1.0068884,0.00593393
227,-1.0068884,0.006465336
228,-1.0026065,0.006465336
229,-1.0026065,0.006308701
230,-0.99804056,0.006308701
231,-0.99804056,0.0063353074
232,-0.99360543,0.0063353074
233,-0.99360543,0.006990145
234,-0.9890543,0.006990145
235,-0.9890543,0.0058721267
236,-0.98444927,0.0058721267
237,-0.98444927,0.006369047
238,-0.9803871,0.006369047
239,-0.9803871,0.006087588
240,-0.9759418,0.006087588
241,-0.9759418,0.0066629983
242,-0.971763,0.0066629983
243,-0.971763,0.0064255046
244,-0.9672116,0.0064255046
245,-0.9672116,0.006319079
246,-0.9629079,0.006319079
247,-0.9629079,0.0065984167
248,-0.9586618,0.0065984167
249,-0.9586618,0.006461724
250,-0.95421493,0.006461724
251,-0.95421493,0.0055765253
252,-0.94986725,0.0055765253
253,-0.94986725,0.0060916906
254,-0.94611967,0.0060916906
255,-0.94611967,0.0057463786
256,-0.9420179,0.0057463786
257,-0.9420179,0.005698287
258,-0.9381978,0.005698287
259,-0.9381978,0.006078796
260,-0.9343166,0.006078796
261,-0.9343166,0.0061925766
262,-0.9301287,0.0061925766
263,-0.9301287,0.0058332426
264,-0.9259114,0.0058332426
265,-0.9259114,0.0065886043
266,-0.92202085,0.0065886043
267,-0.92202085,0.0054645883
268,-0.9176669,0.0054645883
269,-0.9176669,0.0055861087
270,-0.9139123,0.0055861087
271,-0.9139123,0.0056515867
272,-0.9100696,0.0056515867
273,-0.9100696,0.006144125
274,-0.90626425,0.006144125
275,-0.90626425,0.0062756375
276,-0.90217936,0.0062756375
277,-0.90217936,0.0055693234
278,-0.89820445,0.0055693234
279,-0.89820445,0.006075307
280,-0.8944094,0.006075307
281,-0.8944094,0.005809545
282,-0.89044833,0.005809545
283,-0.89044833,0.006038555
284,-0.8866118,0.006038555
285,-0.8866118,0.0056635705
286,-0.88260436,0.0056635705
287,-0.88260436,0.0056682713
288,-0.8787764,0.0056682713
289,-0.8787764,0.0051844516
290,-0.87488073,0.0051844516
291,-0.87488073,0.0054462594
292,-0.871241,0.0054462594
293,-0.871241,0.0057007708
294,-0.8676139,0.0057007708
295,-0.8676139,0.005263863
296,-0.863693,0.005263863
297,-0.863693,0.0054773637
298,-0.86013,0.0054773637
299,-0.86013,0.005127808
300,-0.8564377,0.005127808
301,-0.8564377,0.0056128786
302,-0.8529396,0.0056128786
303,-0.8529396,0.005364291
304,-0.84903455,0.005364291
305,-0.84903455,0.004991462
306,-0.8452703,0.004991462
307,-0.8452703,0.0052591464
308,-0.84184587,0.0052591464
309,-0.84184587,0.0051231347
310,-0.83817464,0.0051231347
311,-0.83817464,0.005099523
312,-0.8346101,0.005099523
313,-0.8346101,0.0051762653
314,-0.8310543,0.0051762653
315,-0.8310543,0.0049157874
316,-0.827435,0.0049157874
317,-0.827435,0.0046196464
318,-0.8239112,0.0046196464
319,-0.8239112,0.00451432
320,-0.8206608,0.00451432
321,-0.8206608,0.0049624024
322,-0.8174376,0.0049624024
323,-0.8174376,0.005329616
324,-0.81396973,0.005329616
325,-0.81396973,0.0047728396
326,-0.8101164,0.0047728396
327,-0.8101164,0.0050816233
328,-0.8066903,0.0050816233
329,-0.8066903,0.0048647365
330,-0.80301356,0.0048647365
331,-0.80301356,0.0046995115
332,-0.79958475,0.0046995115
333,-0.79958475,0.0048530456
334,-0.79622424,0.0048530456
335,-0.79622424,0.0051174145
336,-0.79270697,0.0051174145
337,-0.79270697,0.0048500285
338,-0.7889562,0.0048500285
339,-0.7889562,0.0043240865
340,-0.78522223,0.0043240865
341,-0.78522223,0.0044672545
342,-0.78211856,0.0044672545
343,-0.78211856,0.004333877
344,-0.7787405,0.004333877
345,-0.7787405,0.0043094656
346,-0.77544606,0.0043094656
347,-0.77544606,0.004332234
348,-0.77223873,0.004332234
349,-0.77223873,0.004470021
350,-0.7689793,0.004470021
351,-0.7689793,0.0042741857
352,-0.7656063,0.0042741857
353,-0.7656063,0.0038643563
354,-0.7622014,0.0038643563
355,-0.7622014,0.0042927098
356,-0.7590524,0.0042927098
357,-0.7590524,0.0045216423
358,-0.75576556,0.0045216423
359,-0.75576556,0.004407435
360,-0.7521752,0.004407435
361,-0.7521752,0.0038352346
362,-0.7486857,0.0038352346
363,-0.7486857,0.0038451902
364,-0.74562633,0.0038451902
365,-0.74562633,0.003934954
366,-0.7425039,0.003934954
367,-0.7425039,0.003744775
368,-0.73927236,0.003744775
369,-0.73927236,0.004062107
370,-0.7361742,0.004062107
371,-0.7361742,0.0040317024
372,-0.7326885,0.0040317024
373,-0.7326885,0.0033939818
374,-0.7293538,0.0033939818
375,-0.7293538,0.0038093496
376,-0.726395,0.0038093496
377,-0.726395,0.003925239
378,-0.72320265,0.003925239
379,-0.72320265,0.0031995885
380,-0.719856,0.0031995885
381,-0.719856,0.0036000665
382,-0.71702576,0.0036000665
383,-0.71702576,0.0035011533
384,-0.7139424,0.0035011533
385,-0.7139424,0.0033137396
386,-0.7107756,0.0033137396
387,-0.7107756,0.0036882763
388,-0.7077416,0.0036882763
389,-0.7077416,0.0032951026
390,-0.7045566,0.0032951026
391,-0.7045566,0.0034638122
392,-0.701498,0.0034638122
393,-0.701498,0.0034392837
394,-0.69856095,0.0034392837
395,-0.69856095,0.003034394
396,-0.69542325,0.003034394
397,-0.69542325,0.0033818786
398,-0.6925956,0.0033818786
399,-0.6925956,0.003343261
400,-0.6893293,0.003343261
401,-0.6893293,0.0029877922
402,-0.6862165,0.0029877922
403,-0.6862165,0.0032028344
404,-0.683311,0.0032028344
405,-0.683311,0.0029715814
406,-0.68028194,0.0029715814
407,-0.68028194,0.0028608295
408,-0.6774117,0.0028608295
409,-0.6774117,0.003052781
410,-0.674688,0.003052781
411,-0.674688,0.0028235372
412,-0.6716392,0.0028235372
413,-0.6716392,0.0028402207
414,-0.66868925,0.0028402207
415,-0.66868925,0.0028946942
416,-0.66572744,0.0028946942
417,-0.66572744,0.0027670187
418,-0.6627781,0.0027670187
419,-0.6627781,0.0029911438
420,-0.659966,0.0029911438
421,-0.659966,0.0027011852
422,-0.65684927,0.0027011852
423,-0.65684927,0.002902082
424,-0.6539047,0.002902082
425,-0.6539047,0.002735181
426,-0.6508466,0.002735181
427,-0.6508466,0.002573719
428,-0.6478785,0.002573719
429,-0.6478785,0.0023446
430,-0.6450505,0.0023446
431,-0.6450505,0.0027733848
432,-0.6425377,0.0027733848
433,-0.6425377,0.0026196043
434,-0.63937867,0.0026196043
435,-0.63937867,0.0022761635
436,-0.6364141,0.0022761635
437,-0.6364141,0.0025174175
438,-0.6336807,0.0025174175
439,-0.6336807,0.0024261288
440,-0.63080776,0.0024261288
441,-0.63080776,0.0024498394
442,-0.6278819,0.0024498394
443,-0.6278819,0.002402834
444,-0.62496006,0.002402834
445,-0.62496006,0.0020828496
446,-0.6221226,0.0020828496
447,-0.6221226,0.0024432824
448,-0.61968875,0.0024432824
449,-0.61968875,0.0023263022
450,-0.61680734,0.0023263022
451,-0.61680734,0.0022830807
452,-0.6139378,0.0022830807
453,-0.6139378,0.0022430427
454,-0.6112019,0.0022430427
455,-0.6112019,0.0020700027
456,-0.6082993,0.0020700027
457,-0.6082993,0.0022172388
458,-0.6056513,0.0022172388
459,-0.6056513,0.0022483976
460,-0.6027627,0.0022483976
461,-0.6027627,0.0020876168
462,-0.59991634,0.0020876168
463,-0.59991634,0.002070876
464,-0.59711933,0.002070876
465,-0.59711933,0.001905781
466,-0.5942224,0.001905781
467,-0.5942224,0.0018601606
468,-0.59159565,0.0018601606
469,-0.59159565,0.0020265933
470,-0.5890026,0.0020265933
471,-0.5890026,0.0020164147
472,-0.5861914,0.0020164147
473,-0.5861914,0.0019014389
474,-0.58334756,0.0019014389
475,-0.58334756,0.0017686116
476,-0.5805974,0.0017686116
477,-0.5805974,0.0018227546
478,-0.5781203,0.0018227546
479,-0.5781203,0.0018575715
480,-0.5753528,0.0018575715
481,-0.5753528,0.0016523402
482,-0.5726029,0.0016523402
483,-0.5726029,0.0016636362
484,-0.56994593,0.0016636362
485,-0.56994593,0.0018119769
486,-0.56746006,0.0018119769
487,-0.56746006,0.0016303675
488,-0.56473386,0.0016303675
489,-0.56473386,0.0017477787
490,-0.5622267,0.0017477787
491,-0.5622267,0.0015609878
492,-0.5596286,0.0015609878
493,-0.5596286,0.0015782849
494,-0.5569967,0.0015782849
495,-0.5569967,0.0014098722
496,-0.554446,0.0014098722
497,-0.554446,0.0015656666
498,-0.5520401,0.0015656666
499,-0.5520401,0.0017193762
500,-0.5494134,0.0017193762
501,-0.5494134,0.0016098717
502,-0.54654306,0.0016098717
503,-0.54654306,0.0014722374
504,-0.5438623,0.0014722374
505,-0.5438623,0.001476107
506,-0.54129636,0.001476107
507,-0.54129636,0.0013187077
508,-0.53871256,0.0013187077
509,-0.53871256,0.0014947687
510,-0.5363135,0.0014947687
511,-0.5363135,0.0013098303
512,-0.5336703,0.0013098303
513,-0.5336703,0.0013962035
514,-0.53124714,0.0013962035
515,-0.53124714,0.0013817833
516,-0.528697,0.0013817833
517,-0.528697,0.001285605
518,-0.5262495,0.001285605
519,-0.5262495,0.0013156135
520,-0.5237812,0.0013156135
521,-0.5237812,0.0013669636
522,-0.52127755,0.0013669636
523,-0.52127755,0.0012139648
524,-0.51858187,0.0012139648
525,-0.51858187,0.0013116838
526,-0.51608074,0.0013116838
527,-0.51608074,0.0012294778
528,-0.5134963,0.0012294778
529,-0.5134963,0.0012348203
530,-0.51096064,0.0012348203
531,-0.51096064,0.0011878982
532,-0.50841177,0.0011878982
533,-0.50841177,0.001218364
534,-0.5059933,0.001218364
535,-0.5059933,0.0011707196
536,-0.5033936,0.0011707196
537,-0.5033936,0.0012122202
538,-0.50081336,0.0012122202
539,-0.50081336,0.001039587
540,-0.4981965,0.001039587
541,-0.4981965,0.0010170217
542,-0.4958377,0.0010170217
543,-0.4958377,0.0010480523
544,-0.4935224,0.0010480523
545,-0.4935224,0.0010237627
546,-0.49116224,0.0010237627
547,-0.49116224,0.0011440554
548,-0.48878562,0.0011440554
549,-0.48878562,0.0010395007
550,-0.48619202,0.0010395007
551,-0.48619202,0.0010381591
552,-0.483753,0.0010381591
553,-0.483753,0.000930491
554,-0.4811892,0.000930491
555,-0.4811892,0.00092394114
556,-0.47879797,0.00092394114
557,-0.47879797,0.0009971334
558,-0.47650242,0.0009971334
559,-0.47650242,0.001081093
560,-0.47405577,0.001081093
561,-0.47405577,0.0009744056
562,-0.4712863,0.0009744056
563,-0.4712863,0.00097182865
564,-0.46881247,0.00097182865
565,-0.46881247,0.0009238621
566,-0.466352,0.0009238621
567,-0.466352,0.00087977864
568,-0.4639202,0.00087977864
569,-0.4639202,0.000930971
570,-0.46152568,0.000930971
571,-0.46152568,0.0008595602
572,-0.4590931,0.0008595602
573,-0.4590931,0.0008385992
574,-0.45689154,0.0008385992
575,-0.45689154,0.0008502646
576,-0.45451707,0.0008502646
577,-0.45451707,0.0009099306
578,-0.45207304,0.0009099306
579,-0.45207304,0.0008652043
580,-0.4493798,0.0008652043
581,-0.4493798,0.0008554772
582,-0.44685078,0.0008554772
583,-0.44685078,0.0007849162
584,-0.4444186,0.0007849162
585,-0.4444186,0.0007753088
586,-0.44206357,0.0007753088
587,-0.44206357,0.000721309
588,-0.4397431,0.000721309
589,-0.4397431,0.0007448576
590,-0.43740237,0.0007448576
591,-0.43740237,0.0007423676
592,-0.43493658,0.0007423676
593,-0.43493658,0.00072091166
594,-0.4324599,0.00072091166
595,-0.4324599,0.0007448592
596,-0.43004453,0.0007448592
597,-0.43004453,0.0006931657
598,-0.42757246,0.0006931657
599,-0.42757246,0.0007824836
600,-0.4252076,0.0007824836
601,-0.4252076,0.0007108049
602,-0.42269075,0.0007108049
603,-0.42269075,0.0006585999
604,-0.4202031,0.0006585999
605,-0.4202031,0.0006352647
606,-0.41781068,0.0006352647
607,-0.41781068,0.00065907283
608,-0.41548687,0.00065907283
609,-0.41548687,0.0005901826
610,-0.41310424,0.0005901826
611,-0.41310424,0.0006413791
612,-0.41095346,0.0006413791
613,-0.41095346,0.00059302856
614,-0.40853217,0.00059302856
615,-0.40853217,0.0005406034
616,-0.40625426,0.0005406034
617,-0.40625426,0.00056338834
618,-0.40402493,0.00056338834
619,-0.40402493,0.0005917056
620,-0.40170097,0.0005917056
621,-0.40170097,0.0005920046
622,-0.39946878,0.0005920046
623,-0.39946878,0.000554215
624,-0.39697835,0.000554215
625,-0.39697835,0.0005408386
626,-0.3946476,0.0005408386
627,-0.3946476,0.0005974502
628,-0.3922774,0.0005974502
629,-0.3922774,0.00053250865
630,-0.38985753,0.00053250865
631,-0.38985753,0.0005320649
632,-0.38742745,0.0005320649
633,-0.38742745,0.0005082583
634,-0.38512465,0.0005082583
635,-0.38512465,0.0005285972
636,-0.3827983,0.0005285972
637,-0.3827983,0.00045926374
638,-0.38042307,0.00045926374
639,-0.38042307,0.00046896448
640,-0.37830153,0.00046896448
641,-0.37830153,0.0004465142
642,-0.37609544,0.0004465142
643,-0.37609544,0.00046304968
644,-0.3739236,0.00046304968
645,-0.3739236,0.00045936098
646,-0.37163264,0.00045936098
647,-0.37163264,0.00042580464
648,-0.36936212,0.00042580464
649,-0.36936212,0.00048257233
650,-0.36724365,0.00048257233
651,-0.36724365,0.00042595604
652,-0.364805,0.00042595604
653,-0.364805,0.0004480225
654,-0.36255035,0.0004480225
655,-0.36255035,0.00041623303
656,-0.36015728,0.00041623303
657,-0.36015728,0.00041382998
658,-0.3578578,0.00041382998
659,-0.3578578,0.00040442662
660,-0.35552177,0.00040442662
661,-0.35552177,0.00034607833
662,-0.35335088,0.00034607833
663,-0.35335088,0.00044496974
664,-0.3512667,0.00044496974
665,-0.3512667,0.00038245562
666,-0.34891802,0.00038245562
667,-0.34891802,0.00040315912
668,-0.3467861,0.00040315912
669,-0.3467861,0.0003644193
670,-0.34456322,0.0003644193
671,-0.34456322,0.0003543008
672,-0.34238565,0.0003543008
673,-0.34238565,0.00036756616
674,-0.34012625,0.00036756616
675,-0.34012625,0.00035996872
676,-0.33797696,0.00035996872
677,-0.33797696,0.00033177435
678,-0.33568272,0.00033177435
679,-0.33568272,0.00034393903
680,-0.33354133,0.00034393903
681,-0.33354133,0.00037107937
682,-0.3313685,0.00037107937
683,-0.3313685,0.00034907984
684,-0.3290397,0.00034907984
685,-0.3290397,0.00033574083
686,-0.32682788,0.00033574083
687,-0.32682788,0.00030793957
688,-0.32447967,0.00030793957
689,-0.32447967,0.00031480094
690,-0.32235295,0.00031480094
691,-0.32235295,0.0003139143
692,-0.32012355,0.0003139143
693,-0.32012355,0.00032395485
694,-0.31787336,0.00032395485
695,-0.31787336,0.00028167138
696,-0.31572968,0.00028167138
697,-0.31572968,0.00026895927
698,-0.31351858,0.00026895927
699,-0.31351858,0.0002816258
700,-0.3114961,0.0002816258
701,-0.3114961,0.00029278913
702,-0.30930334,0.00029278913
703,-0.30930334,0.0002776424
704,-0.30709577,0.0002776424
705,-0.30709577,0.00027289204
706,-0.30490255,0.00027289204
707,-0.30490255,0.00028604362
708,-0.30263945,0.00028604362
709,-0.30263945,0.00024887745
710,-0.30021054,0.00024887745
711,-0.30021054,0.00026447297
712,-0.298136,0.00026447297
713,-0.298136,0.000269163
714,-0.29599413,0.000269163
715,-0.29599413,0.00024840469
716,-0.29368278,0.00024840469
717,-0.29368278,0.0002585302
718,-0.2915262,0.0002585302
719,-0.2915262,0.00023189934
720,-0.28936887,0.00023189934
721,-0.28936887,0.00024198949
722,-0.2873292,0.00024198949
723,-0.2873292,0.00021783826
724,-0.28508753,0.00021783826
725,-0.28508753,0.00022215153
726,-0.2830056,0.00022215153
727,-0.2830056,0.00023296295
728,-0.28097463,0.00023296295
729,-0.28097463,0.00023345357
730,-0.27873844,0.00023345357
731,-0.27873844,0.0002234242
732,-0.276479,0.0002234242
733,-0.276479,0.00022815775
734,-0.2744143,0.00022815775
735,-0.2744143,0.00021928329
736,-0.272215,0.00021928329
737,-0.272215,0.0002164269
738,-0.26992577,0.0002164269
739,-0.26992577,0.0001789645
740,-0.2677344,0.0001789645
741,-0.2677344,0.00021700497
742,-0.26575446,0.00021700497
743,-0.26575446,0.00019925891
744,-0.26350173,0.00019925891
745,-0.26350173,0.000200181
746,-0.2614196,0.000200181
747,-0.2614196,0.00020306598
748,-0.2591731,0.00020306598
749,-0.2591731,0.00017975736
750,-0.25688487,0.00017975736
751,-0.25688487,0.00018060852
752,-0.25486484,0.00018060852
753,-0.25486484,0.00019183822
754,-0.25276285,0.00019183822
755,-0.25276285,0.00017816214
756,-0.25048247,0.00017816214
757,-0.25048247,0.0001670421
758,-0.24829674,0.0001670421
759,-0.24829674,0.00016829917
760,-0.24612932,0.00016829917
761,-0.24612932,0.00016840892
762,-0.24387604,0.00016840892
763,-0.24387604,0.00015313932
764,-0.24167429,0.00015313932
765,-0.24167429,0.00015383279
766,-0.23966864,0.00015383279
767,-0.23966864,0.00016358703
768,-0.2375753,0.00016358703
769,-0.2375753,0.00016833296
770,-0.23547536,0.00016833296
771,-0.23547536,0.00015832597
772,-0.23323739,0.00015832597
773,-0.23323739,0.00013551213
774,-0.23097084,0.00013551213
775,-0.23097084,0.0001491152
776,-0.22898138,0.0001491152
777,-0.22898138,0.00014756879
778,-0.22677192,0.00014756879
779,-0.22677192,0.000138086
780,-0.22456928,0.000138086
781,-0.22456928,0.00014120614
782,-0.22245805,0.00014120614
783,-0.22245805,0.00014405715
784,-0.22034127,0.00014405715
785,-0.22034127,0.00013627806
786,-0.21818848,0.00013627806
787,-0.21818848,0.00013664881
788,-0.21610433,0.00013664881
789,-0.21610433,0.00013608359
790,-0.21384718,0.00013608359
791,-0.21384718,0.00013296532
792,-0.21165223,0.00013296532
793,-0.21165223,0.0001220628
794,-0.20954871,0.0001220628
795,-0.20954871,0.00012879283
796,-0.2074151,0.00012879283
797,-0.2074151,0.00011830337
798,-0.20517552,0.00011830337
799,-0.20517552,0.00011675823
800,-0.20302597,0.00011675823
801,-0.20302597,0.00011868408
802,-0.20092434,0.00011868408
803,-0.20092434,0.00012321987
804,-0.19874065,0.00012321987
805,-0.19874065,0.00010771984
806,-0.19637853,0.00010771984
807,-0.19637853,0.00011292387
808,-0.19438995,0.00011292387
809,-0.19438995,0.00011228096
810,-0.19210777,0.00011228096
811,-0.19210777,0.000103228405
812,-0.1900628,0.000103228405
813,-0.1900628,0.0001101293
814,-0.18785648,0.0001101293
815,-0.18785648,9.871489e-05
816,-0.1856128,9.871489e-05
817,-0.1856128,9.147977e-05
818,-0.18359892,9.147977e-05
819,-0.18359892,0.00010251537
820,-0.1814735,0.00010251537
821,-0.1814735,9.357684e-05
822,-0.17936593,9.357684e-05
823,-0.17936593,9.596337e-05
824,-0.17726867,9.596337e-05
825,-0.17726867,8.798488e-05
826,-0.17501837,8.798488e-05
827,-0.17501837,8.648461e-05
828,-0.17300773,8.648461e-05
829,-0.17300773,8.552253e-05
830,-0.17101565,8.552253e-05
831,-0.17101565,9.118093e-05
832,-0.16896158,9.118093e-05
833,-0.16896158,9.5320975e-05
834,-0.16680086,9.5320975e-05
835,-0.16680086,8.4763e-05
836,-0.16461104,8.4763e-05
837,-0.16461104,8.7676475e-05
838,-0.16255331,8.7676475e-05
839,-0.16255331,8.354419e-05
840,-0.16049588,8.354419e-05
841,-0.16049588,7.058274e-05
842,-0.1582999,7.058274e-05
843,-0.1582999,7.740318e-05
844,-0.15652175,7.740318e-05
845,-0.15652175,7.5702425e-05
846,-0.15442333,7.5702425e-05
847,-0.15442333,6.7215486e-05
848,-0.15235373,6.7215486e-05
849,-0.15235373,7.187109e-05
850,-0.15050416,7.187109e-05
851,-0.15050416,6.844181e-05
852,-0.14838636,6.844181e-05
853,-0.14838636,7.026389e-05
854,-0.14635876,7.026389e-05
855,-0.14635876,6.551558e-05
856,-0.14426717,6.551558e-05
857,-0.14426717,6.774809e-05
858,-0.14234428,6.774809e-05
859,-0.14234428,6.3649175e-05
860,-0.14028147,6.3649175e-05
861,-0.14028147,6.3395106e-05
862,-0.13837777,6.3395106e-05
863,-0.13837777,7.035435e-05
864,-0.13628465,7.035435e-05
865,-0.13628465,6.413927e-05
866,-0.13415027,6.413927e-05
867,-0.13415027,5.966467e-05
868,-0.13203475,5.966467e-05
869,-0.13203475,6.487951e-05
870,-0.12994754,6.487951e-05
871,-0.12994754,6.6214474e-05
872,-0.12783515,6.6214474e-05
873,-0.12783515,5.97113e-05
874,-0.12535068,5.97113e-05
875,-0.12535068,5.975447e-05
876,-0.12325552,5.975447e-05
877,-0.12325552,5.8605143e-05
878,-0.12103966,5.8605143e-05
879,-0.12103966,5.731369e-05
880,-0.11886714,5.731369e-05
