,optimizer,comparison,task,iteration,mean_rank,lb,ub
126,CoCaBO,vs. GP-Based Methods,schwefel,126.0,3.6,3.3,3.834166666666666
127,CoCaBO,vs. GP-Based Methods,schwefel,127.0,3.6,3.3325,3.8333333333333335
128,CoCaBO,vs. GP-Based Methods,schwefel,128.0,3.6,3.3,3.8333333333333335
129,CoCaBO,vs. GP-Based Methods,schwefel,129.0,3.6,3.3333333333333335,3.8333333333333335
130,CoCaBO,vs. GP-Based Methods,schwefel,130.0,3.566666666666667,3.2666666666666666,3.8333333333333335
131,CoCaBO,vs. GP-Based Methods,schwefel,131.0,3.566666666666667,3.2666666666666666,3.8
132,CoCaBO,vs. GP-Based Methods,schwefel,132.0,3.6,3.3333333333333335,3.8333333333333335
133,CoCaBO,vs. GP-Based Methods,schwefel,133.0,3.6,3.3333333333333335,3.8333333333333335
134,CoCaBO,vs. GP-Based Methods,schwefel,134.0,3.6,3.3333333333333335,3.8333333333333335
135,CoCaBO,vs. GP-Based Methods,schwefel,135.0,3.6,3.3333333333333335,3.8333333333333335
136,CoCaBO,vs. GP-Based Methods,schwefel,136.0,3.6666666666666665,3.466666666666667,3.8333333333333335
137,CoCaBO,vs. GP-Based Methods,schwefel,137.0,3.6666666666666665,3.466666666666667,3.834166666666666
138,CoCaBO,vs. GP-Based Methods,schwefel,138.0,3.6666666666666665,3.466666666666667,3.834166666666666
139,CoCaBO,vs. GP-Based Methods,schwefel,139.0,3.7,3.466666666666667,3.8666666666666667
140,CoCaBO,vs. GP-Based Methods,schwefel,140.0,3.7,3.5,3.8666666666666667
141,CoCaBO,vs. GP-Based Methods,schwefel,141.0,3.7,3.5,3.8666666666666667
142,CoCaBO,vs. GP-Based Methods,schwefel,142.0,3.7,3.5,3.8666666666666667
143,CoCaBO,vs. GP-Based Methods,schwefel,143.0,3.7,3.5,3.8666666666666667
144,CoCaBO,vs. GP-Based Methods,schwefel,144.0,3.7,3.5,3.8666666666666667
145,CoCaBO,vs. GP-Based Methods,schwefel,145.0,3.7,3.5,3.8666666666666667
146,CoCaBO,vs. GP-Based Methods,schwefel,146.0,3.7,3.5,3.8666666666666667
147,CoCaBO,vs. GP-Based Methods,schwefel,147.0,3.7,3.5,3.8666666666666667
148,CoCaBO,vs. GP-Based Methods,schwefel,148.0,3.7,3.5,3.8666666666666667
149,CoCaBO,vs. GP-Based Methods,schwefel,149.0,3.7,3.5,3.8666666666666667
150,CoCaBO,vs. GP-Based Methods,schwefel,150.0,3.7,3.5,3.8666666666666667
151,CoCaBO,vs. GP-Based Methods,schwefel,151.0,3.7,3.5,3.8666666666666667
152,CoCaBO,vs. GP-Based Methods,schwefel,152.0,3.7,3.5,3.8666666666666667
153,CoCaBO,vs. GP-Based Methods,schwefel,153.0,3.7,3.5,3.8666666666666667
154,CoCaBO,vs. GP-Based Methods,schwefel,154.0,3.7,3.5,3.8666666666666667
155,CoCaBO,vs. GP-Based Methods,schwefel,155.0,3.7,3.5,3.8666666666666667
156,CoCaBO,vs. GP-Based Methods,schwefel,156.0,3.7,3.533333333333333,3.8666666666666667
157,CoCaBO,vs. GP-Based Methods,schwefel,157.0,3.7,3.5,3.8674999999999993
158,CoCaBO,vs. GP-Based Methods,schwefel,158.0,3.7,3.5,3.8666666666666667
159,CoCaBO,vs. GP-Based Methods,schwefel,159.0,3.7,3.5324999999999998,3.8666666666666667
160,CoCaBO,vs. GP-Based Methods,schwefel,160.0,3.7,3.5,3.8666666666666667
161,CoCaBO,vs. GP-Based Methods,schwefel,161.0,3.7,3.5,3.8666666666666667
162,CoCaBO,vs. GP-Based Methods,schwefel,162.0,3.7333333333333334,3.533333333333333,3.9
163,CoCaBO,vs. GP-Based Methods,schwefel,163.0,3.7333333333333334,3.566666666666667,3.9
164,CoCaBO,vs. GP-Based Methods,schwefel,164.0,3.7333333333333334,3.533333333333333,3.9
165,CoCaBO,vs. GP-Based Methods,schwefel,165.0,3.7333333333333334,3.533333333333333,3.9
166,CoCaBO,vs. GP-Based Methods,schwefel,166.0,3.7333333333333334,3.533333333333333,3.9
167,CoCaBO,vs. GP-Based Methods,schwefel,167.0,3.7333333333333334,3.533333333333333,3.9
168,CoCaBO,vs. GP-Based Methods,schwefel,168.0,3.7333333333333334,3.533333333333333,3.9
169,CoCaBO,vs. GP-Based Methods,schwefel,169.0,3.7333333333333334,3.533333333333333,3.9
170,CoCaBO,vs. GP-Based Methods,schwefel,170.0,3.7666666666666666,3.6,3.933333333333333
171,CoCaBO,vs. GP-Based Methods,schwefel,171.0,3.7666666666666666,3.566666666666667,3.933333333333333
172,CoCaBO,vs. GP-Based Methods,schwefel,172.0,3.7666666666666666,3.6,3.933333333333333
173,CoCaBO,vs. GP-Based Methods,schwefel,173.0,3.7666666666666666,3.6,3.933333333333333
174,CoCaBO,vs. GP-Based Methods,schwefel,174.0,3.7666666666666666,3.6,3.933333333333333
175,CoCaBO,vs. GP-Based Methods,schwefel,175.0,3.7666666666666666,3.5658333333333334,3.933333333333333
176,CoCaBO,vs. GP-Based Methods,schwefel,176.0,3.7666666666666666,3.566666666666667,3.9
177,CoCaBO,vs. GP-Based Methods,schwefel,177.0,3.7666666666666666,3.566666666666667,3.933333333333333
178,CoCaBO,vs. GP-Based Methods,schwefel,178.0,3.7666666666666666,3.566666666666667,3.9
179,CoCaBO,vs. GP-Based Methods,schwefel,179.0,3.7666666666666666,3.566666666666667,3.933333333333333
180,CoCaBO,vs. GP-Based Methods,schwefel,180.0,3.7666666666666666,3.6,3.933333333333333
181,CoCaBO,vs. GP-Based Methods,schwefel,181.0,3.8,3.6666666666666665,3.933333333333333
182,CoCaBO,vs. GP-Based Methods,schwefel,182.0,3.8,3.6666666666666665,3.933333333333333
183,CoCaBO,vs. GP-Based Methods,schwefel,183.0,3.8,3.6333333333333333,3.933333333333333
184,CoCaBO,vs. GP-Based Methods,schwefel,184.0,3.8333333333333335,3.7,3.966666666666667
185,CoCaBO,vs. GP-Based Methods,schwefel,185.0,3.8333333333333335,3.7,3.966666666666667
186,CoCaBO,vs. GP-Based Methods,schwefel,186.0,3.8333333333333335,3.7,3.933333333333333
187,CoCaBO,vs. GP-Based Methods,schwefel,187.0,3.8333333333333335,3.7,3.966666666666667
188,CoCaBO,vs. GP-Based Methods,schwefel,188.0,3.8333333333333335,3.7,3.966666666666667
189,CoCaBO,vs. GP-Based Methods,schwefel,189.0,3.8333333333333335,3.6666666666666665,3.966666666666667
190,CoCaBO,vs. GP-Based Methods,schwefel,190.0,3.8333333333333335,3.7,3.966666666666667
191,CoCaBO,vs. GP-Based Methods,schwefel,191.0,3.8333333333333335,3.7,3.933333333333333
192,CoCaBO,vs. GP-Based Methods,schwefel,192.0,3.8333333333333335,3.7,3.966666666666667
193,CoCaBO,vs. GP-Based Methods,schwefel,193.0,3.8333333333333335,3.7,3.966666666666667
194,CoCaBO,vs. GP-Based Methods,schwefel,194.0,3.8333333333333335,3.7,3.966666666666667
195,CoCaBO,vs. GP-Based Methods,schwefel,195.0,3.8333333333333335,3.7,3.966666666666667
196,CoCaBO,vs. GP-Based Methods,schwefel,196.0,3.8333333333333335,3.7,3.966666666666667
197,CoCaBO,vs. GP-Based Methods,schwefel,197.0,3.8333333333333335,3.7,3.933333333333333
198,CoCaBO,vs. GP-Based Methods,schwefel,198.0,3.8333333333333335,3.7,3.966666666666667
199,CoCaBO,vs. GP-Based Methods,schwefel,199.0,3.8333333333333335,3.7,3.933333333333333
200,CoCaBO,vs. GP-Based Methods,schwefel,200.0,3.8333333333333335,3.6666666666666665,3.933333333333333
0,Casmopolitan,vs. GP-Based Methods,schwefel,0.0,2.5,2.5,2.5
1,Casmopolitan,vs. GP-Based Methods,schwefel,1.0,2.433333333333333,2.2,2.683333333333333
2,Casmopolitan,vs. GP-Based Methods,schwefel,2.0,2.3,2.0,2.566666666666667
3,Casmopolitan,vs. GP-Based Methods,schwefel,3.0,2.4166666666666665,2.1,2.7666666666666666
4,Casmopolitan,vs. GP-Based Methods,schwefel,4.0,2.45,2.1333333333333333,2.767083333333333
5,Casmopolitan,vs. GP-Based Methods,schwefel,5.0,2.4833333333333334,2.1666666666666665,2.817083333333333
6,Casmopolitan,vs. GP-Based Methods,schwefel,6.0,2.45,2.1,2.783333333333333
7,Casmopolitan,vs. GP-Based Methods,schwefel,7.0,2.3666666666666667,2.033333333333333,2.7
8,Casmopolitan,vs. GP-Based Methods,schwefel,8.0,2.283333333333333,1.95,2.65
9,Casmopolitan,vs. GP-Based Methods,schwefel,9.0,2.3333333333333335,1.9829166666666667,2.6837499999999994
10,Casmopolitan,vs. GP-Based Methods,schwefel,10.0,2.2333333333333334,1.9,2.5833333333333335
11,Casmopolitan,vs. GP-Based Methods,schwefel,11.0,2.3,1.9666666666666666,2.6333333333333333
12,Casmopolitan,vs. GP-Based Methods,schwefel,12.0,2.2,1.8166666666666667,2.55
13,Casmopolitan,vs. GP-Based Methods,schwefel,13.0,2.1166666666666667,1.7662499999999999,2.4833333333333334
14,Casmopolitan,vs. GP-Based Methods,schwefel,14.0,2.1166666666666667,1.75,2.5
15,Casmopolitan,vs. GP-Based Methods,schwefel,15.0,2.05,1.6829166666666666,2.45
16,Casmopolitan,vs. GP-Based Methods,schwefel,16.0,2.0833333333333335,1.7166666666666666,2.45
17,Casmopolitan,vs. GP-Based Methods,schwefel,17.0,2.0833333333333335,1.7333333333333334,2.45
18,Casmopolitan,vs. GP-Based Methods,schwefel,18.0,2.15,1.8,2.5
19,Casmopolitan,vs. GP-Based Methods,schwefel,19.0,2.216666666666667,1.9,2.550416666666666
20,Casmopolitan,vs. GP-Based Methods,schwefel,20.0,2.183333333333333,1.8166666666666667,2.566666666666667
21,Casmopolitan,vs. GP-Based Methods,schwefel,21.0,2.183333333333333,1.85,2.533333333333333
22,Casmopolitan,vs. GP-Based Methods,schwefel,22.0,2.15,1.8166666666666667,2.5
23,Casmopolitan,vs. GP-Based Methods,schwefel,23.0,2.183333333333333,1.85,2.55
24,Casmopolitan,vs. GP-Based Methods,schwefel,24.0,2.183333333333333,1.8666666666666667,2.5
25,Casmopolitan,vs. GP-Based Methods,schwefel,25.0,2.1166666666666667,1.8,2.4166666666666665
26,Casmopolitan,vs. GP-Based Methods,schwefel,26.0,2.05,1.7666666666666666,2.3833333333333333
27,Casmopolitan,vs. GP-Based Methods,schwefel,27.0,1.95,1.6666666666666667,2.25
28,Casmopolitan,vs. GP-Based Methods,schwefel,28.0,1.9833333333333334,1.6666666666666667,2.283333333333333
29,Casmopolitan,vs. GP-Based Methods,schwefel,29.0,2.033333333333333,1.7666666666666666,2.3666666666666667
30,Casmopolitan,vs. GP-Based Methods,schwefel,30.0,2.1,1.8,2.4
31,Casmopolitan,vs. GP-Based Methods,schwefel,31.0,2.066666666666667,1.7666666666666666,2.3666666666666667
32,Casmopolitan,vs. GP-Based Methods,schwefel,32.0,2.033333333333333,1.7,2.3333333333333335
33,Casmopolitan,vs. GP-Based Methods,schwefel,33.0,2.066666666666667,1.7666666666666666,2.4
34,Casmopolitan,vs. GP-Based Methods,schwefel,34.0,2.1,1.8,2.433333333333333
35,Casmopolitan,vs. GP-Based Methods,schwefel,35.0,2.1333333333333333,1.8,2.466666666666667
36,Casmopolitan,vs. GP-Based Methods,schwefel,36.0,2.1333333333333333,1.8333333333333333,2.466666666666667
37,Casmopolitan,vs. GP-Based Methods,schwefel,37.0,2.2,1.8666666666666667,2.566666666666667
38,Casmopolitan,vs. GP-Based Methods,schwefel,38.0,2.2333333333333334,1.9,2.6
39,Casmopolitan,vs. GP-Based Methods,schwefel,39.0,2.2,1.8333333333333333,2.566666666666667
40,Casmopolitan,vs. GP-Based Methods,schwefel,40.0,2.2,1.8991666666666667,2.534166666666666
41,Casmopolitan,vs. GP-Based Methods,schwefel,41.0,2.1666666666666665,1.8333333333333333,2.533333333333333
42,Casmopolitan,vs. GP-Based Methods,schwefel,42.0,2.1333333333333333,1.8,2.466666666666667
43,Casmopolitan,vs. GP-Based Methods,schwefel,43.0,2.2,1.8666666666666667,2.566666666666667
44,Casmopolitan,vs. GP-Based Methods,schwefel,44.0,2.2,1.8666666666666667,2.533333333333333
45,Casmopolitan,vs. GP-Based Methods,schwefel,45.0,2.2,1.9,2.533333333333333
46,Casmopolitan,vs. GP-Based Methods,schwefel,46.0,2.2,1.8666666666666667,2.533333333333333
47,Casmopolitan,vs. GP-Based Methods,schwefel,47.0,2.1666666666666665,1.8333333333333333,2.5
48,Casmopolitan,vs. GP-Based Methods,schwefel,48.0,2.1666666666666665,1.8666666666666667,2.5
49,Casmopolitan,vs. GP-Based Methods,schwefel,49.0,2.1666666666666665,1.8333333333333333,2.5
50,Casmopolitan,vs. GP-Based Methods,schwefel,50.0,2.1666666666666665,1.8666666666666667,2.5
51,Casmopolitan,vs. GP-Based Methods,schwefel,51.0,2.1333333333333333,1.8,2.466666666666667
52,Casmopolitan,vs. GP-Based Methods,schwefel,52.0,2.1333333333333333,1.8,2.466666666666667
53,Casmopolitan,vs. GP-Based Methods,schwefel,53.0,2.1666666666666665,1.8333333333333333,2.5
54,Casmopolitan,vs. GP-Based Methods,schwefel,54.0,2.2,1.8333333333333333,2.566666666666667
55,Casmopolitan,vs. GP-Based Methods,schwefel,55.0,2.2,1.8333333333333333,2.534166666666666
56,Casmopolitan,vs. GP-Based Methods,schwefel,56.0,2.2666666666666666,1.9,2.6
57,Casmopolitan,vs. GP-Based Methods,schwefel,57.0,2.2333333333333334,1.8666666666666667,2.6
58,Casmopolitan,vs. GP-Based Methods,schwefel,58.0,2.2,1.9,2.533333333333333
59,Casmopolitan,vs. GP-Based Methods,schwefel,59.0,2.1666666666666665,1.8333333333333333,2.5
60,Casmopolitan,vs. GP-Based Methods,schwefel,60.0,2.2,1.9,2.533333333333333
61,Casmopolitan,vs. GP-Based Methods,schwefel,61.0,2.1666666666666665,1.8333333333333333,2.5
62,Casmopolitan,vs. GP-Based Methods,schwefel,62.0,2.2,1.8666666666666667,2.533333333333333
63,Casmopolitan,vs. GP-Based Methods,schwefel,63.0,2.2,1.8666666666666667,2.566666666666667
64,Casmopolitan,vs. GP-Based Methods,schwefel,64.0,2.2,1.8666666666666667,2.533333333333333
65,Casmopolitan,vs. GP-Based Methods,schwefel,65.0,2.2,1.8666666666666667,2.566666666666667
66,Casmopolitan,vs. GP-Based Methods,schwefel,66.0,2.2333333333333334,1.8666666666666667,2.566666666666667
67,Casmopolitan,vs. GP-Based Methods,schwefel,67.0,2.2,1.8666666666666667,2.533333333333333
68,Casmopolitan,vs. GP-Based Methods,schwefel,68.0,2.1666666666666665,1.8333333333333333,2.533333333333333
69,Casmopolitan,vs. GP-Based Methods,schwefel,69.0,2.2,1.8333333333333333,2.533333333333333
70,Casmopolitan,vs. GP-Based Methods,schwefel,70.0,2.2,1.8333333333333333,2.566666666666667
71,Casmopolitan,vs. GP-Based Methods,schwefel,71.0,2.2,1.8666666666666667,2.533333333333333
72,Casmopolitan,vs. GP-Based Methods,schwefel,72.0,2.2,1.8666666666666667,2.566666666666667
73,Casmopolitan,vs. GP-Based Methods,schwefel,73.0,2.1666666666666665,1.8333333333333333,2.533333333333333
74,Casmopolitan,vs. GP-Based Methods,schwefel,74.0,2.1666666666666665,1.8,2.5
75,Casmopolitan,vs. GP-Based Methods,schwefel,75.0,2.1666666666666665,1.8333333333333333,2.5
76,Casmopolitan,vs. GP-Based Methods,schwefel,76.0,2.1666666666666665,1.8333333333333333,2.5
77,Casmopolitan,vs. GP-Based Methods,schwefel,77.0,2.1666666666666665,1.8,2.533333333333333
78,Casmopolitan,vs. GP-Based Methods,schwefel,78.0,2.1666666666666665,1.8333333333333333,2.533333333333333
79,Casmopolitan,vs. GP-Based Methods,schwefel,79.0,2.1666666666666665,1.8,2.533333333333333
80,Casmopolitan,vs. GP-Based Methods,schwefel,80.0,2.2333333333333334,1.8666666666666667,2.566666666666667
81,Casmopolitan,vs. GP-Based Methods,schwefel,81.0,2.2666666666666666,1.8991666666666667,2.6008333333333327
82,Casmopolitan,vs. GP-Based Methods,schwefel,82.0,2.2666666666666666,1.9,2.6333333333333333
83,Casmopolitan,vs. GP-Based Methods,schwefel,83.0,2.2333333333333334,1.8666666666666667,2.566666666666667
84,Casmopolitan,vs. GP-Based Methods,schwefel,84.0,2.1666666666666665,1.8333333333333333,2.533333333333333
85,Casmopolitan,vs. GP-Based Methods,schwefel,85.0,2.1666666666666665,1.8325,2.533333333333333
86,Casmopolitan,vs. GP-Based Methods,schwefel,86.0,2.1,1.7333333333333334,2.466666666666667
87,Casmopolitan,vs. GP-Based Methods,schwefel,87.0,2.1,1.7666666666666666,2.433333333333333
88,Casmopolitan,vs. GP-Based Methods,schwefel,88.0,2.1,1.7666666666666666,2.466666666666667
89,Casmopolitan,vs. GP-Based Methods,schwefel,89.0,2.1,1.7666666666666666,2.466666666666667
90,Casmopolitan,vs. GP-Based Methods,schwefel,90.0,2.0,1.6666666666666667,2.3333333333333335
91,Casmopolitan,vs. GP-Based Methods,schwefel,91.0,2.0,1.6666666666666667,2.3333333333333335
92,Casmopolitan,vs. GP-Based Methods,schwefel,92.0,1.9666666666666666,1.6333333333333333,2.3
93,Casmopolitan,vs. GP-Based Methods,schwefel,93.0,1.9666666666666666,1.6,2.3333333333333335
94,Casmopolitan,vs. GP-Based Methods,schwefel,94.0,1.9666666666666666,1.6333333333333333,2.3333333333333335
95,Casmopolitan,vs. GP-Based Methods,schwefel,95.0,1.9666666666666666,1.6333333333333333,2.3
96,Casmopolitan,vs. GP-Based Methods,schwefel,96.0,1.9666666666666666,1.6333333333333333,2.3333333333333335
97,Casmopolitan,vs. GP-Based Methods,schwefel,97.0,1.9666666666666666,1.6333333333333333,2.3333333333333335
98,Casmopolitan,vs. GP-Based Methods,schwefel,98.0,1.9666666666666666,1.6333333333333333,2.3
99,Casmopolitan,vs. GP-Based Methods,schwefel,99.0,1.9666666666666666,1.6,2.3008333333333324
100,Casmopolitan,vs. GP-Based Methods,schwefel,100.0,1.9666666666666666,1.6,2.3333333333333335
101,Casmopolitan,vs. GP-Based Methods,schwefel,101.0,1.9666666666666666,1.6333333333333333,2.3333333333333335
102,Casmopolitan,vs. GP-Based Methods,schwefel,102.0,1.9666666666666666,1.6,2.3333333333333335
103,Casmopolitan,vs. GP-Based Methods,schwefel,103.0,1.9666666666666666,1.6333333333333333,2.3333333333333335
104,Casmopolitan,vs. GP-Based Methods,schwefel,104.0,1.9666666666666666,1.6,2.3333333333333335
105,Casmopolitan,vs. GP-Based Methods,schwefel,105.0,1.9666666666666666,1.6,2.3666666666666667
106,Casmopolitan,vs. GP-Based Methods,schwefel,106.0,1.9666666666666666,1.6,2.3333333333333335
107,Casmopolitan,vs. GP-Based Methods,schwefel,107.0,1.9666666666666666,1.6333333333333333,2.3333333333333335
108,Casmopolitan,vs. GP-Based Methods,schwefel,108.0,2.0,1.6333333333333333,2.4
109,Casmopolitan,vs. GP-Based Methods,schwefel,109.0,2.0,1.6333333333333333,2.3666666666666667
110,Casmopolitan,vs. GP-Based Methods,schwefel,110.0,2.0,1.6333333333333333,2.3333333333333335
111,Casmopolitan,vs. GP-Based Methods,schwefel,111.0,1.9666666666666666,1.6,2.3
112,Casmopolitan,vs. GP-Based Methods,schwefel,112.0,1.9666666666666666,1.6333333333333333,2.3333333333333335
113,Casmopolitan,vs. GP-Based Methods,schwefel,113.0,1.9666666666666666,1.6,2.3333333333333335
114,Casmopolitan,vs. GP-Based Methods,schwefel,114.0,1.9333333333333333,1.6,2.3
115,Casmopolitan,vs. GP-Based Methods,schwefel,115.0,1.9333333333333333,1.6,2.3
116,Casmopolitan,vs. GP-Based Methods,schwefel,116.0,1.9333333333333333,1.6,2.3
117,Casmopolitan,vs. GP-Based Methods,schwefel,117.0,1.9333333333333333,1.6,2.267499999999999
118,Casmopolitan,vs. GP-Based Methods,schwefel,118.0,1.9333333333333333,1.6,2.2666666666666666
119,Casmopolitan,vs. GP-Based Methods,schwefel,119.0,1.9333333333333333,1.6,2.3
120,Casmopolitan,vs. GP-Based Methods,schwefel,120.0,1.9333333333333333,1.5666666666666667,2.267499999999999
121,Casmopolitan,vs. GP-Based Methods,schwefel,121.0,1.8666666666666667,1.5333333333333334,2.2333333333333334
122,Casmopolitan,vs. GP-Based Methods,schwefel,122.0,1.8666666666666667,1.5333333333333334,2.2
123,Casmopolitan,vs. GP-Based Methods,schwefel,123.0,1.8666666666666667,1.5333333333333334,2.2333333333333334
124,Casmopolitan,vs. GP-Based Methods,schwefel,124.0,1.8,1.5,2.1
125,Casmopolitan,vs. GP-Based Methods,schwefel,125.0,1.7666666666666666,1.5,2.1
126,Casmopolitan,vs. GP-Based Methods,schwefel,126.0,1.8333333333333333,1.5333333333333334,2.1666666666666665
127,Casmopolitan,vs. GP-Based Methods,schwefel,127.0,1.8666666666666667,1.5333333333333334,2.2
128,Casmopolitan,vs. GP-Based Methods,schwefel,128.0,1.8666666666666667,1.5333333333333334,2.2
129,Casmopolitan,vs. GP-Based Methods,schwefel,129.0,1.8666666666666667,1.5333333333333334,2.2
130,Casmopolitan,vs. GP-Based Methods,schwefel,130.0,1.8666666666666667,1.5333333333333334,2.2333333333333334
131,Casmopolitan,vs. GP-Based Methods,schwefel,131.0,1.8333333333333333,1.5325000000000002,2.1666666666666665
132,Casmopolitan,vs. GP-Based Methods,schwefel,132.0,1.8,1.5,2.1
133,Casmopolitan,vs. GP-Based Methods,schwefel,133.0,1.8333333333333333,1.5333333333333334,2.1666666666666665
134,Casmopolitan,vs. GP-Based Methods,schwefel,134.0,1.8333333333333333,1.5666666666666667,2.1333333333333333
135,Casmopolitan,vs. GP-Based Methods,schwefel,135.0,1.8333333333333333,1.5666666666666667,2.1333333333333333
136,Casmopolitan,vs. GP-Based Methods,schwefel,136.0,1.8,1.5333333333333334,2.066666666666667
137,Casmopolitan,vs. GP-Based Methods,schwefel,137.0,1.8,1.5,2.1
138,Casmopolitan,vs. GP-Based Methods,schwefel,138.0,1.8333333333333333,1.5666666666666667,2.1
139,Casmopolitan,vs. GP-Based Methods,schwefel,139.0,1.8,1.5333333333333334,2.1
140,Casmopolitan,vs. GP-Based Methods,schwefel,140.0,1.8,1.5,2.1
141,Casmopolitan,vs. GP-Based Methods,schwefel,141.0,1.8,1.5,2.1333333333333333
142,Casmopolitan,vs. GP-Based Methods,schwefel,142.0,1.8,1.5,2.1
143,Casmopolitan,vs. GP-Based Methods,schwefel,143.0,1.7666666666666666,1.4666666666666666,2.1
144,Casmopolitan,vs. GP-Based Methods,schwefel,144.0,1.7666666666666666,1.4666666666666666,2.1
145,Casmopolitan,vs. GP-Based Methods,schwefel,145.0,1.7666666666666666,1.4991666666666668,2.066666666666667
146,Casmopolitan,vs. GP-Based Methods,schwefel,146.0,1.8333333333333333,1.5666666666666667,2.1333333333333333
147,Casmopolitan,vs. GP-Based Methods,schwefel,147.0,1.7666666666666666,1.4666666666666666,2.066666666666667
148,Casmopolitan,vs. GP-Based Methods,schwefel,148.0,1.7666666666666666,1.5,2.066666666666667
149,Casmopolitan,vs. GP-Based Methods,schwefel,149.0,1.8,1.5333333333333334,2.1
150,Casmopolitan,vs. GP-Based Methods,schwefel,150.0,1.8,1.5,2.1
151,Casmopolitan,vs. GP-Based Methods,schwefel,151.0,1.8,1.5,2.1008333333333327
152,Casmopolitan,vs. GP-Based Methods,schwefel,152.0,1.8,1.5333333333333334,2.1
153,Casmopolitan,vs. GP-Based Methods,schwefel,153.0,1.8,1.5,2.1333333333333333
154,Casmopolitan,vs. GP-Based Methods,schwefel,154.0,1.7666666666666666,1.4666666666666666,2.1
155,Casmopolitan,vs. GP-Based Methods,schwefel,155.0,1.7666666666666666,1.5,2.066666666666667
156,Casmopolitan,vs. GP-Based Methods,schwefel,156.0,1.7333333333333334,1.4333333333333333,2.034166666666666
157,Casmopolitan,vs. GP-Based Methods,schwefel,157.0,1.7333333333333334,1.4333333333333333,2.034166666666666
158,Casmopolitan,vs. GP-Based Methods,schwefel,158.0,1.7333333333333334,1.4333333333333333,2.034166666666666
159,Casmopolitan,vs. GP-Based Methods,schwefel,159.0,1.7333333333333334,1.4666666666666666,2.066666666666667
160,Casmopolitan,vs. GP-Based Methods,schwefel,160.0,1.7333333333333334,1.4333333333333333,2.066666666666667
161,Casmopolitan,vs. GP-Based Methods,schwefel,161.0,1.7,1.4325,2.033333333333333
162,Casmopolitan,vs. GP-Based Methods,schwefel,162.0,1.7,1.4,2.0008333333333326
163,Casmopolitan,vs. GP-Based Methods,schwefel,163.0,1.7,1.4,2.0
164,Casmopolitan,vs. GP-Based Methods,schwefel,164.0,1.7,1.4,2.033333333333333
165,Casmopolitan,vs. GP-Based Methods,schwefel,165.0,1.7,1.4,2.033333333333333
166,Casmopolitan,vs. GP-Based Methods,schwefel,166.0,1.7,1.4,2.033333333333333
167,Casmopolitan,vs. GP-Based Methods,schwefel,167.0,1.7,1.4325,2.0
168,Casmopolitan,vs. GP-Based Methods,schwefel,168.0,1.7,1.4333333333333333,2.0
169,Casmopolitan,vs. GP-Based Methods,schwefel,169.0,1.7,1.4,2.033333333333333
170,Casmopolitan,vs. GP-Based Methods,schwefel,170.0,1.6333333333333333,1.3666666666666667,1.9333333333333333
171,Casmopolitan,vs. GP-Based Methods,schwefel,171.0,1.6333333333333333,1.3333333333333333,1.934166666666666
172,Casmopolitan,vs. GP-Based Methods,schwefel,172.0,1.6333333333333333,1.3666666666666667,1.9333333333333333
173,Casmopolitan,vs. GP-Based Methods,schwefel,173.0,1.6333333333333333,1.3666666666666667,1.9666666666666666
174,Casmopolitan,vs. GP-Based Methods,schwefel,174.0,1.6333333333333333,1.3666666666666667,1.9333333333333333
175,Casmopolitan,vs. GP-Based Methods,schwefel,175.0,1.6333333333333333,1.3666666666666667,1.9333333333333333
176,Casmopolitan,vs. GP-Based Methods,schwefel,176.0,1.6333333333333333,1.3333333333333333,1.9666666666666666
177,Casmopolitan,vs. GP-Based Methods,schwefel,177.0,1.6333333333333333,1.3666666666666667,1.9666666666666666
178,Casmopolitan,vs. GP-Based Methods,schwefel,178.0,1.6333333333333333,1.3333333333333333,1.9008333333333325
179,Casmopolitan,vs. GP-Based Methods,schwefel,179.0,1.6333333333333333,1.3333333333333333,1.9333333333333333
180,Casmopolitan,vs. GP-Based Methods,schwefel,180.0,1.6333333333333333,1.3333333333333333,1.9666666666666666
181,Casmopolitan,vs. GP-Based Methods,schwefel,181.0,1.6666666666666667,1.3991666666666667,1.9666666666666666
182,Casmopolitan,vs. GP-Based Methods,schwefel,182.0,1.6666666666666667,1.4,1.9666666666666666
183,Casmopolitan,vs. GP-Based Methods,schwefel,183.0,1.6666666666666667,1.3666666666666667,1.9666666666666666
184,Casmopolitan,vs. GP-Based Methods,schwefel,184.0,1.6666666666666667,1.3991666666666667,1.9666666666666666
185,Casmopolitan,vs. GP-Based Methods,schwefel,185.0,1.6666666666666667,1.4,2.0
186,Casmopolitan,vs. GP-Based Methods,schwefel,186.0,1.6666666666666667,1.3991666666666667,1.9666666666666666
187,Casmopolitan,vs. GP-Based Methods,schwefel,187.0,1.6666666666666667,1.3666666666666667,1.9666666666666666
188,Casmopolitan,vs. GP-Based Methods,schwefel,188.0,1.6666666666666667,1.3666666666666667,1.9666666666666666
189,Casmopolitan,vs. GP-Based Methods,schwefel,189.0,1.6666666666666667,1.3666666666666667,1.9666666666666666
190,Casmopolitan,vs. GP-Based Methods,schwefel,190.0,1.6666666666666667,1.3666666666666667,1.9666666666666666
191,Casmopolitan,vs. GP-Based Methods,schwefel,191.0,1.6666666666666667,1.3666666666666667,2.0
192,Casmopolitan,vs. GP-Based Methods,schwefel,192.0,1.6666666666666667,1.3666666666666667,1.9666666666666666
